School ID,School Name,School Year,# of Misconducts,# of Group 1-2 Misconducts,# of Group 3-4 Misconducts,# of Group 5-6 Misconducts,# of Suspensions (includes ISS and OSS),"% of Misconducts Resulting in a Suspension
(includes ISS and OSS)",# of ISS,% of Misconducts Resulting in an ISS,ISS per 100 Students,# of Unique Students Receiving ISS,% of Unique Students Receiving ISS,Average Length of ISS,# of OSS,% of Misconducts Resulting in an OSS,OSS per 100 Students,# of Unique Students Receiving OSS,% of Unique Students Receiving OSS,Average Length of OSS,# of Police Notifications,% of Misconducts Resulting in a Police Notification,Police Notifications per 100 Students,# of Unique Students Receiving Police Notification,% of Unique Students Receiving Police Notification,# of Students Expelled,Expulsions per 100 Students
610062,MCCLELLAN,2014,53,7,42,4,17,32.1,1,1.9,0.33,1,0.3,1,16,30.2,5.24,10,3.3,1.81,1,1.9,0.33,1,0.3,1,0.33
610063,MCCORMICK,2011,21,9,10,2,10,47.6,7,33.3,0.79,7,0.8,1.57,3,14.3,0.34,3,0.3,2.33,0,0,0,0,0,0,0.0
610063,MCCORMICK,2012,42,24,15,3,15,35.7,6,14.3,0.69,6,0.7,1,9,21.4,1.04,9,1,1.44,1,2.4,0.12,1,0.1,0,0.0
610063,MCCORMICK,2013,32,20,9,3,9,28.1,4,12.5,0.47,4,0.5,1.25,5,15.6,0.58,4,0.5,1.6,1,3.1,0.12,1,0.1,0,0.0
610063,MCCORMICK,2014,33,19,13,1,7,21.2,7,21.2,0.85,7,0.8,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0.0
610269,MCCUTCHEON,2011,54,10,44,0,52,96.3,21,38.9,5.97,16,4.5,1,31,57.4,8.81,22,6.3,1.39,1,1.9,0.28,1,0.3,0,0.0
610269,MCCUTCHEON,2012,187,137,44,6,47,25.1,10,5.3,2.8,9,2.5,1.2,37,19.8,10.36,23,6.4,1.84,6,3.2,1.68,6,1.7,0,0.0
610269,MCCUTCHEON,2013,34,10,19,5,23,67.6,3,8.8,0.63,3,0.6,3,20,58.8,4.17,13,2.7,2.6,2,5.9,0.42,2,0.4,0,0.0
610269,MCCUTCHEON,2014,58,16,29,13,35,60.3,14,24.1,3.05,13,2.8,1.21,21,36.2,4.57,15,3.3,1.95,1,1.7,0.22,1,0.2,0,0.0
610066,MCDADE,2011,1,0,1,0,1,100,0,0,0,0,0,0,1,100,0.5,1,0.5,1,0,0,0,0,0,0,0.0
610312,MCDOWELL,2011,12,5,7,0,10,83.3,0,0,0,0,0,0,10,83.3,5.26,7,3.7,1.8,0,0,0,0,0,0,0.0
610312,MCDOWELL,2012,13,5,8,0,5,38.5,3,23.1,1.6,3,1.6,1,2,15.4,1.06,1,0.5,1,0,0,0,0,0,0,0.0
610312,MCDOWELL,2013,30,13,15,2,13,43.3,3,10,1.58,3,1.6,1.33,10,33.3,5.28,5,2.6,2.3,0,0,0,0,0,0,0.0
610312,MCDOWELL,2014,10,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
610067,MCKAY,2011,238,13,196,29,230,96.6,3,1.3,0.34,3,0.3,3.33,227,95.4,25.69,108,12.2,3.33,12,5,1.36,11,1.2,1,0.11
610067,MCKAY,2012,212,6,165,41,206,97.2,6,2.8,0.74,5,0.6,3.43,200,94.3,24.51,99,12.1,2.42,14,6.6,1.72,13,1.6,1,0.12
610067,MCKAY,2013,157,7,126,24,152,96.8,1,0.6,0.11,1,0.1,3,151,96.2,17.24,94,10.7,2.16,8,5.1,0.91,6,0.7,1,0.11
610067,MCKAY,2014,112,16,78,18,53,47.3,18,16.1,2.14,18,2.1,1.44,35,31.3,4.17,27,3.2,2.5,11,9.8,1.31,10,1.2,0,0.0
610282,MCNAIR,2011,266,5,257,4,263,98.9,19,7.1,4.45,12,2.8,1.37,244,91.7,57.17,127,29.8,1.6,0,0,0,0,0,0,0.0
610282,MCNAIR,2012,301,7,283,11,325,108,80,26.6,19.95,56,14,1.51,245,81.4,61.1,105,26.2,1.64,4,1.3,1,4,1,0,0.0
610282,MCNAIR,2013,181,5,166,10,189,104.4,47,26,12.32,32,8.4,1.38,142,78.5,37.23,66,17.3,1.63,0,0,0,0,0,0,0.0
610282,MCNAIR,2014,479,260,194,25,201,42,118,24.6,30.1,67,17.1,1.61,83,17.3,21.17,59,15,2.04,1,0.2,0.26,1,0.3,0,0.0
610070,MCPHERSON,2011,14,2,9,3,11,78.6,5,35.7,0.72,5,0.7,1.8,6,42.9,0.87,6,0.9,2.33,3,21.4,0.43,3,0.4,0,0.0
610070,MCPHERSON,2012,21,3,15,3,18,85.7,6,28.6,0.87,4,0.6,1.33,12,57.1,1.73,9,1.3,2.67,0,0,0,0,0,0,0.0
610070,MCPHERSON,2013,68,18,46,4,49,72.1,40,58.8,4.84,32,3.9,1.18,9,13.2,1.09,9,1.1,3,0,0,0,0,0,0,0.0
610070,MCPHERSON,2014,84,42,37,5,24,28.6,18,21.4,2.29,11,1.4,1.11,6,7.1,0.76,5,0.6,1.67,1,1.2,0.13,1,0.1,0,0.0
610293,MELODY,2011,16,4,4,8,14,87.5,4,25,1.33,4,1.3,1,10,62.5,3.33,10,3.3,3.82,1,6.3,0.33,1,0.3,0,0.0
610293,MELODY,2012,23,4,13,6,24,104.3,6,26.1,2.14,4,1.4,1.33,18,78.3,6.42,15,5.3,2.94,2,8.7,0.71,2,0.7,1,0.36
610293,MELODY,2013,169,87,79,3,80,47.3,44,26,7.14,38,6.2,1.84,36,21.3,5.84,30,4.9,1.83,0,0,0,0,0,0,0.0
610293,MELODY,2014,234,97,133,4,91,38.9,72,30.8,12.32,59,10.1,1.01,19,8.1,3.25,16,2.7,1.63,2,0.9,0.34,2,0.3,0,0.0
609902,METCALFE,2011,106,55,38,13,104,98.1,0,0,0,0,0,0,104,98.1,21.31,55,11.3,3,0,0,0,0,0,0,0.0
609902,METCALFE,2012,182,60,107,15,176,96.7,0,0,0,0,0,0,176,96.7,39.08,91,20.2,2.95,3,1.6,0.67,3,0.7,0,0.0
609902,METCALFE,2013,149,47,90,12,149,100,0,0,0,0,0,0,149,100,29.44,70,13.8,2.73,1,0.7,0.2,1,0.2,0,0.0
609902,METCALFE,2014,385,172,196,17,178,46.2,101,26.2,21.88,67,14.5,1.37,77,20,16.68,49,10.6,1.43,4,1,0.87,4,0.9,1,0.22
610551,MILBURN ALTERNATIVE ES,2011,16,2,10,4,1,6.3,0,0,0,0,0,0,1,6.3,6.47,1,6.5,5,4,25,25.87,2,12.9,0,0.0
610551,MILBURN ALTERNATIVE ES,2012,5,1,4,0,3,60,0,0,0,0,0,0,3,60,20.91,3,20.9,2,0,0,0,0,0,0,0.0
610552,MILBURN ALTERNATIVE HS,2011,24,1,18,5,2,8.3,0,0,0,0,0,0,2,8.3,4.42,2,4.4,5,2,8.3,4.42,2,4.4,0,0.0
610552,MILBURN ALTERNATIVE HS,2012,9,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
610171,MIRELES,2011,70,5,49,16,64,91.4,16,22.9,1.79,14,1.6,1.13,48,68.6,5.36,28,3.1,3.75,21,30,2.35,14,1.6,0,0.0
610171,MIRELES,2012,144,33,94,17,141,97.9,4,2.8,0.49,4,0.5,1.25,137,95.1,16.85,91,11.2,2.74,9,6.3,1.11,8,1,1,0.12
610171,MIRELES,2013,153,34,111,8,113,73.9,8,5.2,1.11,7,1,1.5,105,68.6,14.58,72,10,2.51,8,5.2,1.11,8,1.1,1,0.14
610171,MIRELES,2014,35,8,25,2,21,60,11,31.4,1.57,10,1.4,2.09,10,28.6,1.43,9,1.3,2.7,5,14.3,0.71,5,0.7,0,0.0
610073,MITCHELL,2011,25,8,15,2,20,80,4,16,1.17,4,1.2,2.25,16,64,4.66,10,2.9,2,2,8,0.58,1,0.3,0,0.0
610073,MITCHELL,2012,31,17,14,0,11,35.5,0,0,0,0,0,0,11,35.5,3.21,11,3.2,1.09,0,0,0,0,0,0,0.0
610073,MITCHELL,2013,31,11,20,0,15,48.4,0,0,0,0,0,0,15,48.4,4.15,13,3.6,1.07,2,6.5,0.55,2,0.6,0,0.0
610073,MITCHELL,2014,57,16,41,0,9,15.8,4,7,1.1,4,1.1,1,5,8.8,1.38,4,1.1,1,0,0,0,0,0,0,0.0
610276,MOLLISON,2011,50,3,44,3,50,100,2,4,0.83,2,0.8,1.5,48,96,19.88,30,12.4,1.81,3,6,1.24,3,1.2,0,0.0
610276,MOLLISON,2012,33,1,16,16,31,93.9,4,12.1,1.62,4,1.6,2.5,27,81.8,10.96,17,6.9,3.11,8,24.2,3.25,6,2.4,0,0.0
610276,MOLLISON,2013,71,5,43,23,63,88.7,4,5.6,0.79,4,0.8,1.5,59,83.1,11.61,37,7.3,2.73,7,9.9,1.38,6,1.2,2,0.39
610276,MOLLISON,2014,144,61,65,18,58,40.3,24,16.7,5.35,22,4.9,1.67,34,23.6,7.58,21,4.7,3,6,4.2,1.34,2,0.4,0,0.0
610074,MONROE,2011,141,8,119,14,127,90.1,8,5.7,0.72,5,0.4,1.75,119,84.4,10.66,62,5.6,2.47,5,3.5,0.45,3,0.3,0,0.0
610074,MONROE,2012,286,207,72,7,139,48.6,77,26.9,6.83,55,4.9,1.09,62,21.7,5.5,34,3,1.81,1,0.3,0.09,1,0.1,0,0.0
610074,MONROE,2013,202,155,40,7,71,35.1,27,13.4,2.61,24,2.3,1.04,44,21.8,4.26,27,2.6,1.73,0,0,0,0,0,0,0.0
610074,MONROE,2014,193,77,100,16,46,23.8,13,6.7,1.33,8,0.8,1.54,33,17.1,3.37,19,1.9,2.67,1,0.5,0.1,1,0.1,0,0.0
610075,MONTEFIORE,2011,54,3,36,15,52,96.3,24,44.4,100.97,16,67.3,1.08,28,51.9,117.79,15,63.1,2.04,14,25.9,58.9,12,50.5,0,0.0
610075,MONTEFIORE,2012,155,65,74,16,128,82.6,20,12.9,64.75,14,45.3,1.15,108,69.7,349.63,28,90.6,1.2,12,7.7,38.85,11,35.6,0,0.0
610075,MONTEFIORE,2013,197,91,95,11,106,53.8,1,0.5,1.87,1,1.9,1,105,53.3,196.28,38,71,1.23,3,1.5,5.61,3,5.6,0,0.0
610075,MONTEFIORE,2014,500,421,75,4,13,2.6,4,0.8,15.54,3,11.7,2.75,9,1.8,34.96,7,27.2,1.44,5,1,19.42,3,11.7,0,0.0
610076,MOOS,2011,246,90,151,5,40,16.3,0,0,0,0,0,0,40,16.3,9.67,22,5.3,1.48,5,2,1.21,5,1.2,0,0.0
610076,MOOS,2012,40,5,28,7,25,62.5,2,5,0.47,2,0.5,1,23,57.5,5.44,18,4.3,2.35,6,15,1.42,6,1.4,0,0.0
610076,MOOS,2013,85,54,26,5,14,16.5,9,10.6,1.78,9,1.8,1,5,5.9,0.99,5,1,2.6,1,1.2,0.2,1,0.2,0,0.0
610076,MOOS,2014,26,6,19,1,3,11.5,1,3.8,0.2,1,0.2,1,2,7.7,0.39,1,0.2,1.5,4,15.4,0.78,4,0.8,0,0.0
610072,MORGAN,2011,23,4,17,2,18,78.3,0,0,0,0,0,0,18,78.3,7.5,15,6.3,2.89,4,17.4,1.67,3,1.3,0,0.0
610072,MORGAN,2012,30,3,23,4,28,93.3,6,20,2.56,6,2.6,2.33,22,73.3,9.37,18,7.7,2.55,6,20,2.56,4,1.7,0,0.0
609725,MORGAN PARK HS,2011,1095,216,709,170,993,90.7,370,33.8,24.08,253,16.5,2.14,623,56.9,40.55,383,24.9,4.54,169,15.4,11,111,7.2,6,0.39
609725,MORGAN PARK HS,2012,1377,334,892,151,1456,105.7,877,63.7,61.13,479,33.4,1.89,579,42,40.36,329,22.9,2.98,157,11.4,10.94,118,8.2,5,0.35
609725,MORGAN PARK HS,2013,1239,314,800,125,1089,87.9,0,0,0,0,0,0,1089,87.9,79.22,486,35.4,2.19,93,7.5,6.77,70,5.1,5,0.36
609725,MORGAN PARK HS,2014,791,143,459,189,415,52.5,0,0,0,0,0,0,415,52.5,29.92,247,17.8,2.91,118,14.9,8.51,91,6.6,3,0.22
610077,MORRILL,2011,132,27,90,15,104,78.8,8,6.1,0.98,8,1,1.25,96,72.7,11.74,60,7.3,1.63,1,0.8,0.12,1,0.1,0,0.0
610077,MORRILL,2012,263,50,170,43,209,79.5,109,41.4,13.04,70,8.4,2.13,100,38,11.96,55,6.6,3.38,9,3.4,1.08,9,1.1,0,0.0
610077,MORRILL,2013,78,14,62,2,50,64.1,18,23.1,2.23,13,1.6,1.72,32,41,3.96,19,2.4,1.94,4,5.1,0.5,4,0.5,0,0.0
610077,MORRILL,2014,276,63,183,30,109,39.5,35,12.7,4.11,29,3.4,1.37,74,26.8,8.7,44,5.2,2.07,9,3.3,1.06,6,0.7,0,0.0
610257,MORTON,2011,272,252,20,0,272,100,0,0,0,0,0,0,272,100,80.92,114,33.9,1.79,0,0,0,0,0,0,0.0
610257,MORTON,2012,350,2,335,13,348,99.4,6,1.7,1.67,5,1.4,1.83,342,97.7,95.34,130,36.2,1.77,0,0,0,0,0,0,0.0
610257,MORTON,2013,194,0,189,5,194,100,0,0,0,0,0,0,194,100,48.52,86,21.5,1.78,0,0,0,0,0,0,0.0
610257,MORTON,2014,185,155,28,2,25,13.5,6,3.2,1.62,6,1.6,1.33,19,10.3,5.12,9,2.4,2.05,2,1.1,0.54,2,0.5,0,0.0
610082,MOUNT GREENWOOD,2011,13,0,11,2,13,100,7,53.8,0.78,7,0.8,1.57,6,46.2,0.67,5,0.6,3.67,0,0,0,0,0,0,0.0
610082,MOUNT GREENWOOD,2012,10,5,5,0,10,100,5,50,0.52,5,0.5,1,5,50,0.52,4,0.4,2.2,1,10,0.1,1,0.1,0,0.0
610082,MOUNT GREENWOOD,2013,4,0,3,1,4,100,1,25,0.1,1,0.1,2,3,75,0.3,3,0.3,2.33,0,0,0,0,0,0,0.0
610082,MOUNT GREENWOOD,2014,8,6,1,1,2,25,2,25,0.19,2,0.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0
610086,MOUNT VERNON,2011,66,10,40,16,54,81.8,3,4.5,1.06,3,1.1,1.33,51,77.3,17.99,28,9.9,2.08,8,12.1,2.82,6,2.1,0,0.0
610086,MOUNT VERNON,2012,199,34,145,20,67,33.7,17,8.5,5.79,13,4.4,1,50,25.1,17.03,33,11.2,2.06,4,2,1.36,4,1.4,0,0.0
610086,MOUNT VERNON,2013,94,25,64,5,17,18.1,1,1.1,0.35,1,0.3,1,16,17,5.54,14,4.8,3.25,3,3.2,1.04,3,1,0,0.0
610086,MOUNT VERNON,2014,169,33,131,5,24,14.2,14,8.3,4.98,12,4.3,1.43,10,5.9,3.56,8,2.8,2.4,2,1.2,0.71,1,0.4,0,0.0
610088,MOZART,2011,73,41,30,2,40,54.8,4,5.5,0.54,4,0.5,1,36,49.3,4.82,22,2.9,2,0,0,0,0,0,0,0.0
610088,MOZART,2012,169,63,87,19,59,34.9,0,0,0,0,0,0,59,34.9,7.44,38,4.8,2.58,4,2.4,0.5,3,0.4,0,0.0
610088,MOZART,2013,79,35,42,2,23,29.1,0,0,0,0,0,0,23,29.1,2.78,14,1.7,1.7,1,1.3,0.12,1,0.1,0,0.0
610088,MOZART,2014,49,14,27,8,13,26.5,0,0,0,0,0,0,13,26.5,1.64,10,1.3,1.77,1,2,0.13,1,0.1,0,0.0
610385,MULTICULTURAL ACAD SCHOLARSHIP,2011,91,37,37,17,71,78,15,16.5,4.89,8,2.6,2.13,56,61.5,18.26,36,11.7,2.41,8,8.8,2.61,8,2.6,0,0.0
610385,MULTICULTURAL ACAD SCHOLARSHIP,2012,278,169,93,16,266,95.7,167,60.1,58.21,80,27.9,1.37,99,35.6,34.51,63,22,2.28,1,0.4,0.35,1,0.3,0,0.0
610385,MULTICULTURAL ACAD SCHOLARSHIP,2013,257,165,82,10,243,94.6,146,56.8,52.71,80,28.9,1.05,97,37.7,35.02,51,18.4,2.43,2,0.8,0.72,2,0.7,0,0.0
610385,MULTICULTURAL ACAD SCHOLARSHIP,2014,30,1,19,10,29,96.7,4,13.3,1.51,4,1.5,1.25,25,83.3,9.47,16,6.1,2.4,3,10,1.14,3,1.1,0,0.0
610089,MURPHY,2011,10,0,6,4,10,100,1,10,0.16,1,0.2,1,9,90,1.41,6,0.9,3.44,3,30,0.47,3,0.5,0,0.0
610089,MURPHY,2012,47,14,27,6,43,91.5,14,29.8,2.33,10,1.7,1.15,29,61.7,4.83,16,2.7,2.18,1,2.1,0.17,1,0.2,0,0.0
610089,MURPHY,2013,38,18,16,4,33,86.8,16,42.1,2.65,8,1.3,1.18,17,44.7,2.82,7,1.2,1.89,0,0,0,0,0,0,0.0
610089,MURPHY,2014,32,11,17,4,22,68.8,18,56.3,3.1,15,2.6,1.33,4,12.5,0.69,4,0.7,1.5,1,3.1,0.17,1,0.2,0,0.0
610090,MURRAY,2011,49,3,46,0,37,75.5,6,12.2,1.15,5,1,1,31,63.3,5.94,18,3.4,1.97,0,0,0,0,0,0,0.0
610090,MURRAY,2012,43,1,41,1,35,81.4,0,0,0,0,0,0,35,81.4,6.84,19,3.7,2.14,0,0,0,0,0,0,0.0
610090,MURRAY,2013,54,7,45,2,37,68.5,2,3.7,0.38,2,0.4,1,35,64.8,6.62,21,4,2.29,0,0,0,0,0,0,0.0
610090,MURRAY,2014,46,13,30,3,8,17.4,1,2.2,0.19,1,0.2,2,7,15.2,1.35,5,1,2,0,0,0,0,0,0,0.0
610092,NASH,2011,102,12,87,3,98,96.1,26,25.5,6.69,20,5.1,1.15,72,70.6,18.54,46,11.8,1.81,1,1,0.26,1,0.3,0,0.0
610092,NASH,2012,217,1,210,6,219,100.9,20,9.2,4.98,16,4,1.6,199,91.7,49.55,98,24.4,1.96,3,1.4,0.75,3,0.7,1,0.25
610092,NASH,2013,101,1,98,2,93,92.1,3,3,0.75,3,0.8,1,90,89.1,22.52,56,14,1.68,2,2,0.5,2,0.5,0,0.0
610092,NASH,2014,134,29,96,9,73,54.5,15,11.2,4.25,15,4.3,1.53,58,43.3,16.45,32,9.1,1.83,3,2.2,0.85,2,0.6,0,0.0
610231,NATIONAL TEACHERS,2011,174,1,150,23,174,100,33,19,7.37,29,6.5,1.48,141,81,31.47,75,16.7,2.26,3,1.7,0.67,3,0.7,0,0.0
610231,NATIONAL TEACHERS,2012,320,33,253,34,316,98.8,9,2.8,1.67,9,1.7,1.44,307,95.9,56.96,149,27.6,2.3,0,0,0,0,0,0,0.0
610231,NATIONAL TEACHERS,2013,100,5,71,24,102,102,8,8,1.37,8,1.4,1,94,94,16.14,54,9.3,2.43,1,1,0.17,1,0.2,0,0.0
610231,NATIONAL TEACHERS,2014,430,232,188,10,111,25.8,45,10.5,7.26,36,5.8,1.07,66,15.3,10.64,41,6.6,1.98,6,1.4,0.97,6,1,0,0.0
610085,NEAR NORTH,2011,94,9,82,3,85,90.4,0,0,0,0,0,0,85,90.4,84.3,35,34.7,1.49,11,11.7,10.91,8,7.9,0,0.0
610085,NEAR NORTH,2012,111,0,77,34,107,96.4,0,0,0,0,0,0,107,96.4,119.68,47,52.6,1.35,24,21.6,26.84,16,17.9,0,0.0
610093,NEIL,2011,21,3,18,0,21,100,0,0,0,0,0,0,21,100,6.7,19,6.1,1.86,0,0,0,0,0,0,0.0
610093,NEIL,2012,201,85,110,6,32,15.9,4,2,1.27,4,1.3,0.75,28,13.9,8.9,16,5.1,2.18,0,0,0,0,0,0,0.0
610093,NEIL,2013,98,35,40,23,38,38.8,2,2,0.6,2,0.6,1,36,36.7,10.8,25,7.5,2.47,4,4.1,1.2,4,1.2,0,0.0
610093,NEIL,2014,91,33,43,15,16,17.6,2,2.2,0.65,2,0.7,1,14,15.4,4.58,10,3.3,2,0,0,0,0,0,0,0.0
610094,NETTELHORST,2011,28,15,12,1,10,35.7,5,17.9,0.7,5,0.7,1.4,5,17.9,0.7,4,0.6,1.8,0,0,0,0,0,0,0.0
610094,NETTELHORST,2012,142,105,37,0,23,16.2,14,9.9,1.91,12,1.6,1.07,9,6.3,1.23,7,1,2.33,0,0,0,0,0,0,0.0
610094,NETTELHORST,2013,38,21,16,1,15,39.5,3,7.9,0.38,3,0.4,1,12,31.6,1.51,6,0.8,1.42,0,0,0,0,0,0,0.0
610094,NETTELHORST,2014,162,150,12,0,4,2.5,3,1.9,0.36,3,0.4,1.67,1,0.6,0.12,1,0.1,1,0,0,0,0,0,0,0.0
610284,NEW FIELD,2011,21,14,5,2,5,23.8,4,19,0.59,4,0.6,1.5,1,4.8,0.15,1,0.1,2,2,9.5,0.3,2,0.3,0,0.0
610284,NEW FIELD,2012,23,17,6,0,5,21.7,2,8.7,0.34,2,0.3,1,3,13,0.5,3,0.5,1,0,0,0,0,0,0,0.0
610284,NEW FIELD,2013,52,37,15,0,10,19.2,6,11.5,1,6,1,1,4,7.7,0.67,3,0.5,1,0,0,0,0,0,0,0.0
610284,NEW FIELD,2014,118,71,47,0,7,5.9,2,1.7,0.33,2,0.3,1,5,4.2,0.83,4,0.7,1,0,0,0,0,0,0,0.0
610323,NEW MILLENNIUM HS,2011,3359,2544,666,149,3352,99.8,1796,53.5,271.27,462,69.8,1.17,1556,46.3,235.02,458,69.2,2.65,90,2.7,13.59,72,10.9,6,0.91
610193,NEW SULLIVAN,2011,150,11,97,42,133,88.7,3,2,0.58,3,0.6,1.33,130,86.7,25.04,89,17.1,2.92,0,0,0,0,0,0,0.0
610193,NEW SULLIVAN,2012,171,36,120,15,164,95.9,9,5.3,1.75,9,1.8,1.11,155,90.6,30.14,80,15.6,2.04,0,0,0,0,0,0,0.0
610193,NEW SULLIVAN,2013,149,21,114,14,135,90.6,0,0,0,0,0,0,135,90.6,26.28,77,15,1.76,0,0,0,0,0,0,0.0
610193,NEW SULLIVAN,2014,82,21,58,3,34,41.5,8,9.8,1.54,6,1.2,1.13,26,31.7,5,20,3.8,2.04,0,0,0,0,0,0,0.0
610095,NEWBERRY,2011,51,4,45,2,37,72.5,4,7.8,0.72,4,0.7,1,33,64.7,5.98,20,3.6,1.55,0,0,0,0,0,0,0.0
610095,NEWBERRY,2012,61,9,50,2,39,63.9,8,13.1,1.43,8,1.4,1.25,31,50.8,5.55,21,3.8,1.74,0,0,0,0,0,0,0.0
610095,NEWBERRY,2013,43,4,39,0,37,86,11,25.6,1.98,10,1.8,1,26,60.5,4.67,17,3.1,1.38,2,4.7,0.36,2,0.4,0,0.0
610095,NEWBERRY,2014,218,91,120,7,47,21.6,19,8.7,3.35,14,2.5,1.16,28,12.8,4.93,17,3,2.14,0,0,0,0,0,0,0.0
609793,NICHOLSON TECH ACAD,2011,64,1,61,2,64,100,0,0,0,0,0,0,64,100,13.94,49,10.7,3.89,0,0,0,0,0,0,0.0
609793,NICHOLSON TECH ACAD,2012,137,5,122,10,132,96.4,10,7.3,2.16,10,2.2,1.6,122,89.1,26.41,72,15.6,3.14,5,3.6,1.08,5,1.1,0,0.0
609793,NICHOLSON TECH ACAD,2013,185,55,118,12,109,58.9,36,19.5,6.28,25,4.4,1.86,73,39.5,12.74,39,6.8,2.67,6,3.2,1.05,4,0.7,0,0.0
609793,NICHOLSON TECH ACAD,2014,48,12,34,2,25,52.1,18,37.5,3.17,14,2.5,2.56,7,14.6,1.23,6,1.1,3.29,1,2.1,0.18,1,0.2,2,0.35
610096,NIGHTINGALE,2011,187,61,106,20,182,97.3,43,23,3.1,35,2.5,1.16,139,74.3,10.03,71,5.1,1.81,1,0.5,0.07,1,0.1,0,0.0
610096,NIGHTINGALE,2012,99,1,80,18,99,100,10,10.1,0.72,8,0.6,1.1,89,89.9,6.38,52,3.7,1.92,0,0,0,0,0,0,0.0
610096,NIGHTINGALE,2013,87,10,62,15,84,96.6,4,4.6,0.29,4,0.3,1,80,92,5.84,49,3.6,1.89,3,3.4,0.22,3,0.2,0,0.0
610096,NIGHTINGALE,2014,47,21,23,3,12,25.5,0,0,0,0,0,0,12,25.5,0.91,9,0.7,1.42,0,0,0,0,0,0,0.0
610097,NIXON,2011,46,2,32,12,45,97.8,3,6.5,0.29,3,0.3,1,42,91.3,4.03,30,2.9,1.36,6,13,0.58,6,0.6,0,0.0
610097,NIXON,2012,92,53,31,8,61,66.3,24,26.1,2.22,19,1.8,1.29,37,40.2,3.43,30,2.8,1.84,2,2.2,0.19,2,0.2,0,0.0
610097,NIXON,2013,126,82,39,5,72,57.1,46,36.5,4.36,31,2.9,1.59,26,20.6,2.47,21,2,1.65,0,0,0,0,0,0,0.0
610097,NIXON,2014,86,61,21,4,27,31.4,20,23.3,2.03,14,1.4,1.6,7,8.1,0.71,4,0.4,1.57,1,1.2,0.1,1,0.1,0,0.0
610098,NOBEL,2011,155,50,84,21,87,56.1,21,13.5,2.66,13,1.6,2,66,42.6,8.36,33,4.2,1.94,5,3.2,0.63,4,0.5,0,0.0
610098,NOBEL,2012,139,34,86,19,99,71.2,26,18.7,3.1,21,2.5,1.23,73,52.5,8.7,31,3.7,1.82,10,7.2,1.19,8,1,0,0.0
610098,NOBEL,2013,84,37,42,5,30,35.7,18,21.4,2.08,14,1.6,1.61,12,14.3,1.39,10,1.2,2.58,4,4.8,0.46,3,0.3,0,0.0
610098,NOBEL,2014,101,33,54,14,41,40.6,16,15.8,1.9,12,1.4,1.75,25,24.8,2.96,9,1.1,1.56,8,7.9,0.95,5,0.6,0,0.0
610354,NORTH RIVER,2011,40,5,33,2,37,92.5,9,22.5,2.6,8,2.3,2.22,28,70,8.1,15,4.3,3.36,3,7.5,0.87,2,0.6,0,0.0
610354,NORTH RIVER,2012,41,4,35,2,33,80.5,8,19.5,2.12,5,1.3,2.25,25,61,6.61,16,4.2,2.04,7,17.1,1.85,4,1.1,0,0.0
610354,NORTH RIVER,2013,40,30,8,2,11,27.5,4,10,1.02,3,0.8,1,7,17.5,1.78,6,1.5,2.57,0,0,0,0,0,0,0.0
610354,NORTH RIVER,2014,9,3,6,0,4,44.4,3,33.3,0.83,3,0.8,1,1,11.1,0.28,1,0.3,1,0,0,0,0,0,0,0.0
609691,NORTH-GRAND HS,2011,299,3,246,50,299,100,93,31.1,10.69,93,10.7,1.34,206,68.9,23.69,137,15.8,3.9,51,17.1,5.86,45,5.2,0,0.0
609691,NORTH-GRAND HS,2012,923,268,518,137,910,98.6,347,37.6,39.26,213,24.1,1,563,61,63.7,254,28.7,2.91,5,0.5,0.57,4,0.5,1,0.11
609691,NORTH-GRAND HS,2013,1538,1139,324,75,1462,95.1,1027,66.8,114.82,363,40.6,1,435,28.3,48.63,211,23.6,3.15,2,0.1,0.22,2,0.2,0,0.0
609691,NORTH-GRAND HS,2014,1459,1105,249,105,1157,79.3,897,61.5,98.57,352,38.7,1,260,17.8,28.57,149,16.4,2.97,6,0.4,0.66,6,0.7,0,0.0
609744,NORTHSIDE LEARNING HS,2011,31,3,24,4,24,77.4,1,3.2,0.35,1,0.4,1,23,74.2,8.05,18,6.3,1.91,0,0,0,0,0,0,0.0
609744,NORTHSIDE LEARNING HS,2012,37,2,31,4,31,83.8,0,0,0,0,0,0,31,83.8,10.99,25,8.9,1.52,1,2.7,0.35,1,0.4,0,0.0
609744,NORTHSIDE LEARNING HS,2013,22,1,18,3,20,90.9,5,22.7,1.85,5,1.9,1,15,68.2,5.56,14,5.2,1.67,0,0,0,0,0,0,0.0
609744,NORTHSIDE LEARNING HS,2014,26,6,17,3,16,61.5,7,26.9,2.71,5,1.9,1,9,34.6,3.48,8,3.1,1.22,0,0,0,0,0,0,0.0
609749,NORTHSIDE PREP HS,2011,146,35,97,14,30,20.5,0,0,0,0,0,0,30,20.5,2.86,27,2.6,4,5,3.4,0.48,5,0.5,0,0.0
609749,NORTHSIDE PREP HS,2012,4,0,0,4,4,100,0,0,0,0,0,0,4,100,0.37,4,0.4,5,2,50,0.19,2,0.2,0,0.0
