School ID,School Name,School Year,# of Misconducts,# of Group 1-2 Misconducts,# of Group 3-4 Misconducts,# of Group 5-6 Misconducts,# of Suspensions (includes ISS and OSS),"% of Misconducts Resulting in a Suspension
(includes ISS and OSS)",# of ISS,% of Misconducts Resulting in an ISS,ISS per 100 Students,# of Unique Students Receiving ISS,% of Unique Students Receiving ISS,Average Length of ISS,# of OSS,% of Misconducts Resulting in an OSS,OSS per 100 Students,# of Unique Students Receiving OSS,% of Unique Students Receiving OSS,Average Length of OSS,# of Police Notifications,% of Misconducts Resulting in a Police Notification,Police Notifications per 100 Students,# of Unique Students Receiving Police Notification,% of Unique Students Receiving Police Notification,# of Students Expelled,Expulsions per 100 Students
609919,FISKE,2013,126,1,116,9,92,73,5,4,0.98,5,1,4.2,87,69,17.02,58,11.3,3.05,4,3.2,0.78,3,0.6,0,0.0
609919,FISKE,2014,210,94,110,6,79,37.6,65,31,13.22,58,11.8,1.38,14,6.7,2.85,13,2.6,2.93,11,5.2,2.24,9,1.8,0,0.0
609708,FOREMAN HS,2011,781,271,371,139,530,67.9,168,21.5,10.67,143,9.1,1.32,362,46.4,22.99,249,15.8,3.69,104,13.3,6.6,88,5.6,6,0.38
609708,FOREMAN HS,2012,703,221,342,140,874,124.3,513,73,35.63,286,19.9,1.12,361,51.4,25.07,224,15.6,2.34,115,16.4,7.99,94,6.5,2,0.14
609708,FOREMAN HS,2013,718,99,451,168,971,135.2,544,75.8,40.91,310,23.3,1.09,427,59.5,32.11,256,19.3,2.23,124,17.3,9.33,94,7.1,1,0.08
609708,FOREMAN HS,2014,1084,298,622,164,830,76.6,447,41.2,37.86,259,21.9,1.09,383,35.3,32.44,196,16.6,1.94,100,9.2,8.47,82,6.9,3,0.25
609924,FORT DEARBORN,2011,53,3,39,11,53,100,3,5.7,0.62,3,0.6,1.67,50,94.3,10.37,36,7.5,2.36,1,1.9,0.21,1,0.2,0,0.0
609924,FORT DEARBORN,2012,78,1,63,14,67,85.9,3,3.8,0.67,3,0.7,1,64,82.1,14.3,35,7.8,2.31,3,3.8,0.67,2,0.4,0,0.0
609924,FORT DEARBORN,2013,396,194,189,13,107,27,52,13.1,12.36,31,7.4,1.56,55,13.9,13.07,32,7.6,2.33,2,0.5,0.48,2,0.5,0,0.0
609924,FORT DEARBORN,2014,74,14,60,0,55,74.3,13,17.6,3.25,10,2.5,2.31,42,56.8,10.5,27,6.7,1.69,0,0,0,0,0,0,0.0
609927,FOSTER PARK,2011,104,6,97,1,104,100,10,9.6,2.42,8,1.9,1.7,94,90.4,22.78,58,14.1,2.53,0,0,0,0,0,0,0.0
609927,FOSTER PARK,2012,75,14,59,2,76,101.3,6,8,1.52,6,1.5,1.17,70,93.3,17.76,50,12.7,1.93,1,1.3,0.25,1,0.3,0,0.0
609927,FOSTER PARK,2013,48,8,35,5,46,95.8,4,8.3,1.02,4,1,1.75,42,87.5,10.69,25,6.4,2.76,6,12.5,1.53,6,1.5,0,0.0
609927,FOSTER PARK,2014,19,4,15,0,16,84.2,14,73.7,3.86,14,3.9,1.71,2,10.5,0.55,2,0.6,2.5,0,0,0,0,0,0,0.0
609926,FRANKLIN,2011,22,3,18,1,20,90.9,4,18.2,1.11,4,1.1,1,16,72.7,4.44,14,3.9,1.69,1,4.5,0.28,1,0.3,0,0.0
609926,FRANKLIN,2012,71,31,39,1,43,60.6,10,14.1,2.77,8,2.2,1.1,33,46.5,9.14,22,6.1,1.79,5,7,1.38,5,1.4,0,0.0
609926,FRANKLIN,2013,149,59,76,14,59,39.6,27,18.1,7.3,22,5.9,1.19,32,21.5,8.65,19,5.1,1.31,1,0.7,0.27,1,0.3,0,0.0
609926,FRANKLIN,2014,56,10,38,8,36,64.3,18,32.1,4.94,16,4.4,1,18,32.1,4.94,12,3.3,2.33,0,0,0,0,0,0,0.0
400040,FRAZIER CONTR,2011,24,3,14,7,24,100,0,0,0,0,0,0,24,100,5.99,22,5.5,2.5,1,4.2,0.25,1,0.2,0,0.0
400040,FRAZIER CONTR,2012,1,0,1,0,1,100,0,0,0,0,0,0,1,100,0.23,1,0.2,1,0,0,0,0,0,0,0.0
610503,FRAZIER PROSPECTIVE,2011,37,2,30,5,36,97.3,3,8.1,1.38,3,1.4,1,33,89.2,15.16,19,8.7,1.64,1,2.7,0.46,1,0.5,0,0.0
610503,FRAZIER PROSPECTIVE,2012,184,53,122,9,140,76.1,68,37,31.15,45,20.6,1.37,72,39.1,32.99,37,17,1.51,2,1.1,0.92,1,0.5,0,0.0
610503,FRAZIER PROSPECTIVE,2013,178,61,109,8,117,65.7,54,30.3,21.04,35,13.6,1.26,63,35.4,24.55,34,13.2,1.63,0,0,0,0,0,0,0.0
610503,FRAZIER PROSPECTIVE,2014,162,28,125,9,120,74.1,59,36.4,20.74,44,15.5,1.08,61,37.7,21.45,34,12,1.77,0,0,0,0,0,0,0.0
609928,FULLER,2011,146,65,73,8,122,83.6,2,1.4,0.85,2,0.9,1.5,120,82.2,51.19,65,27.7,2.65,1,0.7,0.43,1,0.4,0,0.0
609928,FULLER,2012,106,2,94,10,106,100,26,24.5,9.65,24,8.9,2.12,80,75.5,29.69,52,19.3,2.24,3,2.8,1.11,3,1.1,0,0.0
609928,FULLER,2013,191,12,157,22,183,95.8,27,14.1,8.5,22,6.9,1.56,156,81.7,49.1,78,24.6,1.7,1,0.5,0.31,1,0.3,1,0.31
609928,FULLER,2014,297,86,180,31,89,30,17,5.7,4.47,15,3.9,1.41,72,24.2,18.92,47,12.4,2.04,13,4.4,3.42,8,2.1,2,0.53
609929,FULTON,2011,70,17,28,25,69,98.6,2,2.9,0.43,2,0.4,4,67,95.7,14.49,42,9.1,4.22,24,34.3,5.19,21,4.5,1,0.22
609929,FULTON,2012,50,7,30,13,45,90,0,0,0,0,0,0,45,90,9.69,31,6.7,3.16,18,36,3.88,12,2.6,1,0.22
609929,FULTON,2013,82,24,51,7,61,74.4,0,0,0,0,0,0,61,74.4,12.82,37,7.8,2.2,13,15.9,2.73,11,2.3,0,0.0
609929,FULTON,2014,89,6,69,14,51,57.3,11,12.4,2.27,10,2.1,1,40,44.9,8.25,26,5.4,1.93,2,2.2,0.41,2,0.4,1,0.21
609930,FUNSTON,2011,45,2,40,3,45,100,2,4.4,0.33,2,0.3,1,43,95.6,7.09,35,5.8,1.88,4,8.9,0.66,4,0.7,0,0.0
609930,FUNSTON,2012,85,6,71,8,79,92.9,12,14.1,1.98,10,1.6,1.33,67,78.8,11.03,42,6.9,2.42,6,7.1,0.99,6,1,0,0.0
609930,FUNSTON,2013,103,21,68,14,67,65,11,10.7,1.9,10,1.7,1.45,56,54.4,9.65,36,6.2,2.23,4,3.9,0.69,3,0.5,0,0.0
609930,FUNSTON,2014,86,36,45,5,14,16.3,1,1.2,0.18,1,0.2,1,13,15.1,2.39,10,1.8,2.92,4,4.7,0.74,4,0.7,0,0.0
609709,GAGE PARK HS,2011,621,162,339,120,521,83.9,52,8.4,5.27,35,3.5,1.35,469,75.5,47.52,251,25.4,2.82,149,24,15.1,99,10,11,1.11
609709,GAGE PARK HS,2012,866,371,386,109,640,73.9,12,1.4,1.56,11,1.4,1.5,628,72.5,81.63,291,37.8,2.66,36,4.2,4.68,31,4,3,0.39
609709,GAGE PARK HS,2013,545,252,245,48,275,50.5,12,2.2,2.17,11,2,1.58,263,48.3,47.5,137,24.7,3.03,15,2.8,2.71,15,2.7,2,0.36
609709,GAGE PARK HS,2014,451,182,228,41,158,35,71,15.7,16.58,47,11,1.14,87,19.3,20.32,59,13.8,2.43,14,3.1,3.27,12,2.8,0,0.0
609933,GALE,2011,103,5,83,15,96,93.2,6,5.8,1.14,5,1,1.67,90,87.4,17.12,64,12.2,1.97,3,2.9,0.57,3,0.6,0,0.0
609933,GALE,2012,105,0,88,17,85,81,8,7.6,1.63,8,1.6,1.38,77,73.3,15.73,52,10.6,2.21,3,2.9,0.61,3,0.6,0,0.0
609933,GALE,2013,69,1,58,10,62,89.9,5,7.2,1.13,5,1.1,1.6,57,82.6,12.83,39,8.8,1.89,1,1.4,0.23,1,0.2,0,0.0
609933,GALE,2014,51,2,31,18,17,33.3,8,15.7,2.11,7,1.8,2,9,17.6,2.37,6,1.6,3.22,4,7.8,1.05,1,0.3,0,0.0
610009,GALILEO,2011,14,0,12,2,14,100,0,0,0,0,0,0,14,100,2.32,9,1.5,2.43,0,0,0,0,0,0,0.0
610009,GALILEO,2012,24,0,19,5,24,100,0,0,0,0,0,0,24,100,4.08,17,2.9,2.5,2,8.3,0.34,2,0.3,0,0.0
610009,GALILEO,2013,13,0,12,1,13,100,0,0,0,0,0,0,13,100,2.35,9,1.6,1.23,0,0,0,0,0,0,0.0
610009,GALILEO,2014,7,1,3,3,6,85.7,3,42.9,0.54,3,0.5,2,3,42.9,0.54,3,0.5,5,2,28.6,0.36,2,0.4,0,0.0
609935,GALLISTEL,2011,73,9,58,6,68,93.2,37,50.7,2.62,31,2.2,1.11,31,42.5,2.2,20,1.4,2.9,0,0,0,0,0,1,0.07
609935,GALLISTEL,2012,109,8,85,16,106,97.2,48,44,3.48,35,2.5,1.23,58,53.2,4.21,39,2.8,3.14,13,11.9,0.94,11,0.8,0,0.0
609935,GALLISTEL,2013,85,5,71,9,75,88.2,48,56.5,3.64,37,2.8,1.06,27,31.8,2.05,18,1.4,2.63,3,3.5,0.23,3,0.2,0,0.0
609935,GALLISTEL,2014,323,135,177,11,71,22,52,16.1,4.09,33,2.6,1.15,19,5.9,1.49,12,0.9,2.05,10,3.1,0.79,9,0.7,0,0.0
400095,GARFIELD PARK,2012,79,7,66,6,77,97.5,11,13.9,7.75,10,7,1,66,83.5,46.5,34,24,1.5,0,0,0,0,0,0,0.0
400095,GARFIELD PARK CONTR,2011,101,4,91,6,99,98,11,10.9,5.41,8,3.9,1.36,88,87.1,43.28,49,24.1,1.47,1,1,0.49,1,0.5,0,0.0
610128,GARVEY,2011,53,2,49,2,53,100,2,3.8,0.57,2,0.6,1.5,51,96.2,14.54,42,12,2.59,1,1.9,0.29,1,0.3,0,0.0
610128,GARVEY,2012,30,5,21,4,35,116.7,6,20,2.04,6,2,1.17,29,96.7,9.85,20,6.8,2.21,5,16.7,1.7,4,1.4,0,0.0
610128,GARVEY,2013,13,0,10,3,13,100,1,7.7,0.34,1,0.3,2,12,92.3,4.03,9,3,3.33,1,7.7,0.34,1,0.3,0,0.0
610128,GARVEY,2014,31,5,19,7,16,51.6,4,12.9,1.41,3,1.1,3.25,12,38.7,4.24,10,3.5,3,1,3.2,0.35,1,0.4,0,0.0
609937,GARVY,2011,54,8,32,14,47,87,6,11.1,0.84,2,0.3,1,41,75.9,5.73,27,3.8,1.29,3,5.6,0.42,2,0.3,0,0.0
609937,GARVY,2012,102,37,64,1,47,46.1,10,9.8,1.28,6,0.8,1,37,36.3,4.73,18,2.3,1.27,1,1,0.13,1,0.1,0,0.0
609937,GARVY,2013,80,33,44,3,39,48.8,9,11.3,1.14,9,1.1,1,30,37.5,3.81,15,1.9,1.4,3,3.8,0.38,2,0.3,0,0.0
609937,GARVY,2014,66,39,25,2,16,24.2,12,18.2,1.54,10,1.3,1.42,4,6.1,0.51,3,0.4,2.25,1,1.5,0.13,1,0.1,0,0.0
609938,GARY,2011,224,86,124,14,113,50.4,16,7.1,1.34,14,1.2,1.63,97,43.3,8.1,58,4.8,2.15,6,2.7,0.5,6,0.5,0,0.0
609938,GARY,2012,276,101,157,18,145,52.5,10,3.6,0.85,9,0.8,1.7,135,48.9,11.45,86,7.3,1.59,0,0,0,0,0,0,0.0
609938,GARY,2013,245,62,168,15,110,44.9,40,16.3,3.35,29,2.4,1.13,70,28.6,5.86,54,4.5,1.71,12,4.9,1,8,0.7,0,0.0
609938,GARY,2014,200,48,135,17,39,19.5,21,10.5,1.8,17,1.5,1.43,18,9,1.55,11,0.9,2.39,6,3,0.52,6,0.5,0,0.0
609693,GEORGE WESTINGHOUSE HS,2011,231,97,120,14,180,77.9,1,0.4,0.12,1,0.1,1,179,77.5,21.87,126,15.4,2.81,5,2.2,0.61,5,0.6,0,0.0
609693,GEORGE WESTINGHOUSE HS,2012,637,97,519,21,480,75.4,0,0,0,0,0,0,480,75.4,43.61,280,25.4,1.83,4,0.6,0.36,4,0.4,0,0.0
609693,GEORGE WESTINGHOUSE HS,2013,503,74,417,12,370,73.6,7,1.4,0.64,7,0.6,1.86,363,72.2,33.12,228,20.8,1.45,0,0,0,0,0,0,0.0
609693,GEORGE WESTINGHOUSE HS,2014,286,50,208,28,113,39.5,0,0,0,0,0,0,113,39.5,10.08,87,7.8,2.11,1,0.3,0.09,1,0.1,0,0.0
609939,GILLESPIE,2011,20,16,0,4,19,95,15,75,2.5,12,2,1.4,4,20,0.67,4,0.7,4,3,15,0.5,3,0.5,0,0.0
609939,GILLESPIE,2012,14,1,6,7,14,100,2,14.3,0.33,2,0.3,1,12,85.7,2,11,1.8,3.29,0,0,0,0,0,0,0.0
609939,GILLESPIE,2013,12,2,9,1,11,91.7,4,33.3,0.71,2,0.4,1,7,58.3,1.24,6,1.1,1.71,1,8.3,0.18,1,0.2,0,0.0
609939,GILLESPIE,2014,3,0,1,2,4,133.3,1,33.3,0.19,1,0.2,1,3,100,0.56,3,0.6,5.33,2,66.7,0.37,2,0.4,0,0.0
609942,GOETHE,2011,7,2,1,4,4,57.1,0,0,0,0,0,0,4,57.1,0.51,4,0.5,8.75,1,14.3,0.13,1,0.1,0,0.0
609942,GOETHE,2012,9,1,3,5,7,77.8,1,11.1,0.13,1,0.1,5,6,66.7,0.76,6,0.8,4.17,3,33.3,0.38,3,0.4,0,0.0
609942,GOETHE,2013,22,11,11,0,11,50,7,31.8,0.88,6,0.8,1.57,4,18.2,0.5,4,0.5,1,0,0,0,0,0,0,0.0
609942,GOETHE,2014,11,4,2,5,3,27.3,3,27.3,0.38,3,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
610348,GOLDBLATT,2011,278,65,176,37,195,70.1,37,13.3,13.98,31,11.7,1.03,158,56.8,59.71,70,26.5,1.51,1,0.4,0.38,1,0.4,0,0.0
610348,GOLDBLATT,2012,275,25,172,78,262,95.3,5,1.8,1.96,4,1.6,2.2,257,93.5,100.9,83,32.6,1.86,1,0.4,0.39,1,0.4,0,0.0
609943,GOMPERS,2011,190,9,120,61,156,82.1,0,0,0,0,0,0,156,82.1,54.17,76,26.4,2.24,27,14.2,9.38,19,6.6,0,0.0
609943,GOMPERS,2012,162,18,123,21,114,70.4,3,1.9,1.23,3,1.2,1.67,111,68.5,45.46,58,23.8,2.66,6,3.7,2.46,6,2.5,0,0.0
609943,GOMPERS,2013,362,135,184,43,186,51.4,83,22.9,15.23,52,9.5,1.01,103,28.5,18.89,53,9.7,2.15,7,1.9,1.28,7,1.3,0,0.0
609943,GOMPERS,2014,248,105,126,17,78,31.5,43,17.3,8.33,33,6.4,1.05,35,14.1,6.78,26,5,2.14,6,2.4,1.16,6,1.2,0,0.0
610558,GOODE ACAD HS,2012,130,53,51,26,104,80,5,3.8,2.08,5,2.1,2.4,99,76.2,41.27,57,23.8,2.39,1,0.8,0.42,1,0.4,2,0.83
610558,GOODE ACAD HS,2013,387,200,126,61,358,92.5,109,28.2,23.84,90,19.7,1.11,249,64.3,54.45,126,27.6,2.47,6,1.6,1.31,6,1.3,0,0.0
610558,GOODE ACAD HS,2014,1539,890,551,98,1052,68.4,559,36.3,88.87,208,33.1,1.19,493,32,78.38,188,29.9,1.82,4,0.3,0.64,4,0.6,0,0.0
609913,GOODLOW,2011,175,4,171,0,173,98.9,1,0.6,0.25,1,0.2,1,172,98.3,42.4,89,21.9,1.23,3,1.7,0.74,3,0.7,0,0.0
609913,GOODLOW,2012,99,43,50,6,59,59.6,17,17.2,4.71,16,4.4,1.18,42,42.4,11.64,37,10.3,1.86,9,9.1,2.49,8,2.2,0,0.0
609945,GOUDY,2011,67,6,50,11,67,100,2,3,0.25,2,0.3,1,65,97,8.17,45,5.7,2.5,7,10.4,0.88,5,0.6,1,0.13
609945,GOUDY,2012,117,82,32,3,57,48.7,1,0.9,0.13,1,0.1,1,56,47.9,7.09,35,4.4,1.55,1,0.9,0.13,1,0.1,0,0.0
609945,GOUDY,2013,156,89,58,9,104,66.7,9,5.8,1.14,9,1.1,1.4,95,60.9,12.05,50,6.3,1.55,2,1.3,0.25,2,0.3,0,0.0
609945,GOUDY,2014,106,54,46,6,58,54.7,28,26.4,3.63,19,2.5,1.11,30,28.3,3.89,22,2.9,1.37,0,0,0,0,0,0,0.0
609947,GRAHAM,2011,156,15,139,2,153,98.1,13,8.3,2.71,12,2.5,1,140,89.7,29.22,76,15.9,2.01,1,0.6,0.21,1,0.2,0,0.0
609947,GRAHAM,2012,155,0,149,6,149,96.1,1,0.6,0.2,1,0.2,1,148,95.5,30,69,14,1.71,5,3.2,1.01,5,1,0,0.0
609947,GRAHAM,2013,240,72,150,18,192,80,69,28.8,14.84,50,10.8,1.61,123,51.3,26.46,63,13.6,1.99,2,0.8,0.43,2,0.4,0,0.0
609947,GRAHAM,2014,335,133,200,2,153,45.7,77,23,15.27,39,7.7,1.31,76,22.7,15.07,31,6.1,1.34,0,0,0,0,0,0,0.0
609769,"GRAHAM,R HS",2011,12,4,8,0,12,100,3,25,2.23,3,2.2,1,9,75,6.68,8,5.9,1.89,0,0,0,0,0,0,0.0
609769,"GRAHAM,R HS",2012,7,1,4,2,3,42.9,0,0,0,0,0,0,3,42.9,2.62,3,2.6,1.33,0,0,0,0,0,0,0.0
609769,"GRAHAM,R HS",2013,3,1,2,0,3,100,1,33.3,0.84,1,0.8,1,2,66.7,1.68,1,0.8,1,0,0,0,0,0,0,0.0
609769,"GRAHAM,R HS",2014,75,39,32,4,9,12,7,9.3,5.43,5,3.9,2,2,2.7,1.55,1,0.8,2.5,3,4,2.33,2,1.6,0,0.0
609949,"GRAY, W",2011,77,8,60,9,74,96.1,28,36.4,2.13,20,1.5,1.04,46,59.7,3.5,36,2.7,2.8,8,10.4,0.61,8,0.6,0,0.0
609949,"GRAY, W",2012,67,1,65,1,64,95.5,11,16.4,0.87,9,0.7,1,53,79.1,4.17,34,2.7,1.26,2,3,0.16,2,0.2,0,0.0
609949,"GRAY, W",2013,48,3,29,16,33,68.8,4,8.3,0.31,4,0.3,1,29,60.4,2.25,23,1.8,1.97,6,12.5,0.47,5,0.4,0,0.0
609949,"GRAY, W",2014,46,25,19,2,9,19.6,5,10.9,0.4,5,0.4,1,4,8.7,0.32,4,0.3,2,2,4.3,0.16,2,0.2,0,0.0
610383,GREATER LAWNDALE HS,2011,181,98,58,25,171,94.5,55,30.4,15.14,40,11,1.42,116,64.1,31.92,73,20.1,3.85,7,3.9,1.93,7,1.9,1,0.28
610383,GREATER LAWNDALE HS,2012,75,6,49,20,84,112,19,25.3,5.5,17,4.9,1.74,65,86.7,18.81,37,10.7,2.77,2,2.7,0.58,2,0.6,0,0.0
610383,GREATER LAWNDALE HS,2013,172,79,84,9,183,106.4,123,71.5,35.86,43,12.5,1.36,60,34.9,17.49,38,11.1,2.88,2,1.2,0.58,2,0.6,0,0.0
610383,GREATER LAWNDALE HS,2014,59,1,36,22,54,91.5,8,13.6,2.58,7,2.3,1.13,46,78,14.82,33,10.6,3.24,3,5.1,0.97,3,1,0,0.0
609850,GREELEY,2011,17,6,10,1,12,70.6,5,29.4,0.83,4,0.7,1.4,7,41.2,1.17,5,0.8,3.57,0,0,0,0,0,0,0.0
609850,GREELEY,2012,20,0,16,4,10,50,5,25,0.82,5,0.8,1.6,5,25,0.82,5,0.8,2,1,5,0.16,1,0.2,0,0.0
609850,GREELEY,2013,11,1,8,2,8,72.7,3,27.3,0.48,3,0.5,2,5,45.5,0.79,3,0.5,2,1,9.1,0.16,1,0.2,0,0.0
609850,GREELEY,2014,39,5,30,4,13,33.3,9,23.1,1.33,7,1,1.67,4,10.3,0.59,4,0.6,3.5,0,0,0,0,0,0,0.0
610032,GREEN,2011,16,6,10,0,10,62.5,0,0,0,0,0,0,10,62.5,3.96,6,2.4,1.7,0,0,0,0,0,0,0.0
610032,GREEN,2012,22,5,14,3,22,100,5,22.7,2,5,2,1.4,17,77.3,6.8,9,3.6,2.71,1,4.5,0.4,1,0.4,0,0.0
610032,GREEN,2013,17,11,3,3,17,100,11,64.7,3.56,11,3.6,1.36,6,35.3,1.94,6,1.9,3.33,0,0,0,0,0,0,0.0
610032,GREEN,2014,11,7,4,0,8,72.7,7,63.6,2.06,7,2.1,1,1,9.1,0.29,1,0.3,1,0,0,0,0,0,0,0.0
609952,GREENE,2012,21,4,15,2,20,95.2,4,19,0.65,4,0.7,1,16,76.2,2.62,11,1.8,1.81,1,4.8,0.16,1,0.2,0,0.0
609952,GREENE,2013,19,5,13,1,20,105.3,2,10.5,0.31,2,0.3,2,18,94.7,2.81,13,2,2.06,0,0,0,0,0,0,0.0
609952,GREENE,2014,2,0,2,0,2,100,2,100,0.32,2,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
609954,GREGORY,2011,14,1,9,4,11,78.6,0,0,0,0,0,0,11,78.6,3.39,5,1.5,5.45,2,14.3,0.62,1,0.3,0,0.0
609954,GREGORY,2012,15,1,9,5,13,86.7,0,0,0,0,0,0,13,86.7,3.92,8,2.4,4.62,1,6.7,0.3,1,0.3,0,0.0
609954,GREGORY,2013,21,1,13,7,18,85.7,0,0,0,0,0,0,18,85.7,4.06,10,2.3,4.11,6,28.6,1.35,4,0.9,0,0.0
609954,GREGORY,2014,8,0,5,3,5,62.5,1,12.5,0.24,1,0.2,4,4,50,0.95,4,0.9,3,1,12.5,0.24,1,0.2,0,0.0
609955,GRESHAM,2011,150,5,136,9,149,99.3,2,1.3,0.57,2,0.6,1.5,147,98,42.14,71,20.4,2.04,2,1.3,0.57,2,0.6,0,0.0
609955,GRESHAM,2012,279,38,220,21,163,58.4,55,19.7,16.45,39,11.7,1.18,108,38.7,32.3,53,15.9,2.31,16,5.7,4.79,13,3.9,0,0.0
609955,GRESHAM,2013,78,6,68,4,66,84.6,28,35.9,8.76,26,8.1,1.46,38,48.7,11.89,27,8.4,1.97,17,21.8,5.32,13,4.1,0,0.0
609955,GRESHAM,2014,518,197,280,41,312,60.2,201,38.8,57.96,100,28.8,1.27,111,21.4,32.01,54,15.6,1.98,2,0.4,0.58,2,0.6,0,0.0
609956,GRIMES,2011,41,16,21,4,29,70.7,2,4.9,0.42,2,0.4,1.5,27,65.9,5.63,20,4.2,2.81,5,12.2,1.04,5,1,0,0.0
609956,GRIMES,2012,35,10,25,0,31,88.6,15,42.9,3.15,13,2.7,1.47,16,45.7,3.36,10,2.1,1.63,0,0,0,0,0,0,0.0
609956,GRIMES,2013,14,7,7,0,11,78.6,4,28.6,0.84,4,0.8,1.25,7,50,1.46,7,1.5,1.14,0,0,0,0,0,0,0.0
609956,GRIMES,2014,13,5,7,1,7,53.8,2,15.4,0.42,2,0.4,1.5,5,38.5,1.05,5,1,1.4,1,7.7,0.21,1,0.2,0,0.0
609944,GRISSOM,2011,18,5,11,2,15,83.3,3,16.7,0.92,3,0.9,2.33,12,66.7,3.68,7,2.1,1.67,0,0,0,0,0,0,0.0
609944,GRISSOM,2012,50,27,18,5,6,12,0,0,0,0,0,0,6,12,1.82,4,1.2,1.67,0,0,0,0,0,0,0.0
609944,GRISSOM,2013,185,120,59,6,7,3.8,0,0,0,0,0,0,7,3.8,2.05,6,1.8,1.14,0,0,0,0,0,0,0.0
