,Year,Dept/Unit Number,Job Title_Chief Safety & Security OFF,Job Title_Flex Team Security Officer,Job Title_Safety And Security Off,Job Title_School Security Officer,Job Title_Senior School Security Officer,Job Title_Senior Security Officer,Total Security,Total Security_Filled,Job Title_Career Counseling Manager,Job Title_Director of Counseling,"Job Title_Director, School Counseling & Post Secondary Advising",Job Title_Guidance Counselor Assistant,Job Title_HS Counseling Specialist,Job Title_K‐8 Counseling Specialist,Job Title_Manager-Secdry Schl Counselng,Job Title_School Counselor,Total Counseling,Total Counseling_Filled,School ID,pos_name_0,School,Total,Bilingual_N,Bilingual_P,IEP_N,IEP_P,Free_Lunch_N,Free_Lunch_P,Job Title_Cntrl Office Security Officer,Job Title_K-8 Counseling Specialist
57,2013,46131,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,609708,FOREMAN HS,Edwin G Foreman High School,1507,263,0.174518911745189,240,0.159256801592568,1417,0.940278699402787,0,0
58,2014,46131,0,0,0,2,7,0,9,8,0,0,0,4,0,0,0,4,8,6,609708,FOREMAN HS,Edwin G Foreman High School,1276,229,0.1795,221,0.1732,1229,0.9632,0,0
59,2010,46221,0,0,0,18,0,0,18,18,0,0,0,1,0,0,0,0,1,1,609720,LANE TECH HS,Lane Tech HS,4165,27,0.006482593037215,184,0.044177671068427,2459,0.590396158463385,0,0
60,2011,46221,0,0,0,15,0,0,15,15,0,0,0,1,0,0,0,14,15,14,609720,LANE TECH HS,Albert G Lane Technical High School,4366,21,0.0048,177,0.0405,2776,0.6358,0,0
61,2012,46221,0,0,0,15,0,0,15,15,0,0,0,1,0,0,0,14,15,14,609720,LANE TECH HS,Albert G Lane Technical High School,4270,14,0.0033,182,0.0426,2623,0.6143,0,0
62,2013,46221,0,0,0,8,1,0,9,8,0,0,0,0,0,0,0,8,8,8,609720,LANE TECH HS,Albert G Lane Technical High School,4120,25,0.006067961165049,163,0.039563106796117,2413,0.585679611650485,0,0
63,2014,46221,0,0,0,7,1,0,8,8,0,0,0,0,0,0,0,8,8,5,609720,LANE TECH HS,Albert G Lane Technical High School,4071,16,0.0039,186,0.0457,2384,0.5856,0,0
64,2010,46241,0,0,0,6,0,0,6,6,0,0,0,1,0,0,0,0,1,1,609724,MATHER HS,Mather HS,1603,259,0.161572052401747,208,0.12975670617592,1346,0.83967560823456,0,0
65,2011,46241,0,0,0,7,0,0,7,7,0,0,0,1,0,0,0,6,7,7,609724,MATHER HS,Stephen T Mather High School,1656,283,0.1709,199,0.1202,1432,0.8647,0,0
66,2012,46241,0,0,0,7,0,0,7,6,0,0,0,1,0,0,0,6,7,6,609724,MATHER HS,Stephen T Mather High School,1710,310,0.1813,193,0.1129,1498,0.876,0,0
67,2013,46241,0,0,0,6,0,0,6,6,0,0,0,0,0,0,0,6,6,6,609724,MATHER HS,Stephen T Mather High School,1623,310,0.191004313000616,187,0.115218730745533,1432,0.882316697473814,0,0
68,2014,46241,0,0,0,6,0,0,6,6,0,0,0,0,0,0,0,6,6,6,609724,MATHER HS,Stephen T Mather High School,1579,333,0.2109,170,0.1077,1437,0.9101,0,0
69,2010,46271,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,609728,ROOSEVELT HS,Roosevelt HS,1430,306,0.213986013986014,243,0.16993006993007,1135,0.793706293706294,0,0
70,2011,46271,0,0,0,6,0,0,6,5,0,0,0,0,0,0,0,3,3,3,609728,ROOSEVELT HS,Theodore Roosevelt High School,1497,320,0.2138,241,0.161,1450,0.9686,0,0
71,2012,46271,0,0,0,8,0,0,8,8,0,0,0,0,0,0,0,5,5,5,609728,ROOSEVELT HS,Theodore Roosevelt High School,1504,311,0.2068,233,0.1549,1463,0.9727,0,0
72,2013,46271,0,0,0,9,0,0,9,9,0,0,0,0,0,0,0,5,5,5,609728,ROOSEVELT HS,Theodore Roosevelt High School,1437,303,0.210855949895616,227,0.157967988865692,1398,0.97286012526096,0,0
73,2014,46271,0,0,0,9,0,0,9,8,0,0,0,0,0,0,0,5,5,5,609728,ROOSEVELT HS,Theodore Roosevelt High School,1357,293,0.2159,229,0.1688,1311,0.9661,0,0
74,2010,46291,0,0,0,3,0,0,3,3,0,0,0,2,0,0,0,0,2,2,609732,STEINMETZ HS,Steinmetz HS,1889,175,0.092641609317099,257,0.136050820539968,1662,0.879830598200106,0,0
75,2011,46291,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,6,9,9,609732,STEINMETZ HS,Charles P Steinmetz Academic Centre High School,1890,192,0.1016,288,0.1524,1825,0.9656,0,0
76,2012,46291,0,0,0,3,12,0,15,15,0,0,0,4,0,0,0,6,10,9,609732,STEINMETZ HS,Charles P Steinmetz College Preparatory HS,1823,202,0.1108,271,0.1487,1721,0.944,0,0
77,2013,46291,0,0,0,4,10,0,14,14,0,0,0,1,0,0,0,6,7,7,609732,STEINMETZ HS,Charles P Steinmetz College Preparatory HS,1809,209,0.115533443891653,264,0.145936981757877,1689,0.933665008291874,0,0
78,2014,46291,0,0,0,3,10,0,13,13,0,0,0,1,0,0,0,6,7,6,609732,STEINMETZ HS,Charles P Steinmetz College Preparatory HS,1709,244,0.1428,265,0.1551,1599,0.9356,0,0
79,2010,46301,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,0,3,3,609733,SULLIVAN HS,Sullivan HS,764,192,0.25130890052356,147,0.192408376963351,722,0.945026178010471,0,0
80,2011,46301,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,3,4,4,609733,SULLIVAN HS,Roger C Sullivan High School,827,215,0.26,157,0.1898,770,0.9311,0,0
81,2012,46301,0,0,0,4,1,0,5,2,0,0,0,2,0,0,0,3,5,4,609733,SULLIVAN HS,Roger C Sullivan High School,812,222,0.2734,153,0.1884,768,0.9458,0,0
82,2013,46301,0,0,0,3,1,0,4,3,0,0,0,0,0,0,0,3,3,2,609733,SULLIVAN HS,Roger C Sullivan High School,708,171,0.241525423728814,163,0.230225988700565,668,0.943502824858757,0,0
83,2013,46301,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,609733,SULLIVAN HS,Roger C Sullivan High School,708,171,0.241525423728814,163,0.230225988700565,668,0.943502824858757,0,0
84,2014,46301,0,0,0,4,1,0,5,4,0,0,0,0,0,0,0,2,2,2,609733,SULLIVAN HS,Roger C Sullivan High School,574,177,0.3084,123,0.2143,544,0.9477,0,0
85,2010,46331,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,609739,WASHINGTON HS,Washington G. HS,1442,106,0.073509015256588,219,0.151872399445215,1210,0.839112343966713,0,0
86,2011,46331,0,0,0,8,0,0,8,5,0,0,0,1,0,0,0,5,6,6,609739,WASHINGTON HS,George Washington High School,1525,108,0.0708,222,0.1456,1418,0.9298,0,0
87,2012,46331,0,0,0,5,1,0,6,5,0,0,0,0,0,0,0,5,5,4,609739,WASHINGTON HS,George Washington High School,1562,121,0.0775,222,0.1421,1447,0.9264,0,0
88,2013,46331,0,0,0,7,3,0,10,9,0,0,0,0,0,0,0,3,3,2,609739,WASHINGTON HS,George Washington High School,1563,117,0.074856046065259,216,0.138195777351248,1409,0.901471529110685,0,0
89,2014,46331,0,0,0,7,3,0,10,8,0,0,0,0,0,0,0,4,4,4,609739,WASHINGTON HS,George Washington High School,1474,109,0.0739,215,0.1459,1367,0.9274,0,0
90,2010,46341,0,0,0,11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,609741,HUBBARD HS,Hubbard HS,1689,121,0.071640023682653,155,0.091770278271166,1572,0.930728241563055,0,0
91,2011,46341,0,0,0,10,0,0,10,10,0,0,0,0,0,0,0,5,5,5,609741,HUBBARD HS,Gurdon S Hubbard High School,1672,156,0.0933,176,0.1053,1617,0.9671,0,0
92,2012,46341,0,0,0,10,1,0,11,9,0,0,0,0,0,0,0,5,5,3,609741,HUBBARD HS,Gurdon S Hubbard High School,1639,200,0.122,183,0.1117,1611,0.9829,0,0
93,2013,46341,0,0,0,11,1,0,12,11,0,0,0,0,0,0,0,5,5,5,609741,HUBBARD HS,Gurdon S Hubbard High School,1615,184,0.113931888544892,191,0.118266253869969,1595,0.987616099071207,0,0
94,2014,46341,0,0,0,11,1,0,12,10,0,0,0,0,0,0,0,5,5,5,609741,HUBBARD HS,Gurdon S Hubbard High School,1701,207,0.1217,209,0.1229,1663,0.9777,0,0
95,2010,46391,0,0,0,7,0,0,7,7,0,0,0,1,0,0,0,0,1,1,609761,CORLISS HS,Corliss HS,747,0,0,155,0.207496653279786,624,0.835341365461847,0,0
96,2011,46391,0,0,0,4,0,0,4,3,0,0,0,1,0,0,0,2,3,3,609761,CORLISS HS,George H Corliss High School,622,1,0.0016,138,0.2219,593,0.9534,0,0
97,2012,46391,0,0,0,3,0,0,3,3,0,0,0,1,0,0,0,2,3,3,609761,CORLISS HS,George H Corliss High School,558,3,0.0054,135,0.2419,536,0.9606,0,0
98,2013,46391,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,1,1,1,609761,CORLISS HS,George H Corliss High School,497,7,0.014084507042254,130,0.261569416498994,479,0.963782696177062,0,0
99,2014,46391,0,0,0,5,0,0,5,5,0,0,0,1,0,0,0,1,2,1,609761,CORLISS HS,George H Corliss High School,421,5,0.0119,109,0.2589,409,0.9715,0,0
100,2010,46481,0,0,0,2,0,0,2,2,0,0,0,1,0,0,0,0,1,1,610340,CHICAGO ACADEMY HS,Chicago Acad HS,501,12,0.023952095808383,80,0.159680638722555,408,0.81437125748503,0,0
101,2011,46481,0,0,0,2,0,0,2,2,0,0,0,1,0,0,0,2,3,3,610340,CHICAGO ACADEMY HS,Chicago Academy High School,503,15,0.0298,77,0.1531,418,0.831,0,0
102,2012,46481,0,0,0,2,0,0,2,2,0,0,0,1,0,0,0,2,3,3,610340,CHICAGO ACADEMY HS,Chicago Academy High School,517,27,0.0522,87,0.1683,438,0.8472,0,0
103,2013,46481,0,0,0,2,0,0,2,2,0,0,0,1,0,0,0,1,2,2,610340,CHICAGO ACADEMY HS,Chicago Academy High School,518,27,0.052123552123552,90,0.173745173745174,440,0.849420849420849,0,0
104,2014,46481,0,0,0,2,0,0,2,2,0,0,0,1,0,0,0,2,3,3,610340,CHICAGO ACADEMY HS,Chicago Academy High School,526,30,0.057,94,0.1787,446,0.8479,0,0
105,2010,46511,0,0,0,5,0,0,5,5,0,0,0,1,0,0,0,0,1,1,609721,LINDBLOM COLL PREP H,Lindblom MSHS,872,3,0.003440366972477,44,0.05045871559633,594,0.681192660550459,0,0
106,2010,46511,0,0,0,5,0,0,5,5,0,0,0,1,0,0,0,0,1,1,610391,LINDBLOM HS,Lindblom MSHS,872,3,0.003440366972477,44,0.05045871559633,594,0.681192660550459,0,0
107,2011,46511,0,0,0,5,0,0,5,5,0,0,0,1,0,0,0,3,4,4,610391,LINDBLOM HS,Robert Lindblom Math & Science Academy HS,908,10,0.011,43,0.0474,678,0.7467,0,0
108,2012,46511,0,0,0,5,1,0,6,6,0,0,0,1,0,0,0,3,4,4,610391,LINDBLOM HS,Robert Lindblom Math & Science Academy HS,1038,7,0.0067,53,0.0511,748,0.7206,0,0
109,2013,46511,0,0,0,4,1,0,5,5,0,0,0,1,0,0,0,3,4,4,610391,LINDBLOM HS,Robert Lindblom Math & Science Academy HS,1156,9,0.007785467128028,55,0.04757785467128,798,0.690311418685121,0,0
110,2014,46511,0,0,0,4,1,0,5,5,0,0,0,1,0,0,0,3,4,4,610391,LINDBLOM HS,Robert Lindblom Math & Science Academy HS,1175,14,0.0119,57,0.0485,793,0.6749,0,0
111,2010,47031,0,0,0,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,609712,HIRSCH HS,Hirsch HS,501,0,0,132,0.263473053892216,492,0.982035928143712,0,0
112,2011,47031,0,0,0,6,0,0,6,6,0,0,0,0,0,0,0,2,2,2,609712,HIRSCH HS,Emil G Hirsch Metropolitan High School,455,0,0,121,0.2659,448,0.9846,0,0
113,2012,47031,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,2,2,2,609712,HIRSCH HS,Emil G Hirsch Metropolitan High School,389,1,0.0026,112,0.2879,379,0.9743,0,0
114,2013,47031,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,1,1,1,609712,HIRSCH HS,Emil G Hirsch Metropolitan High School,273,1,0.003663003663004,78,0.285714285714286,265,0.970695970695971,0,0
115,2014,47031,0,0,0,4,1,0,5,3,0,0,0,0,0,0,0,1,1,1,609712,HIRSCH HS,Emil G Hirsch Metropolitan High School,201,0,0,68,0.3383,200,0.995,0,0
116,2010,47041,0,0,0,18,0,0,18,18,0,0,0,0,0,0,0,0,0,0,609723,MARSHALL HS,Marshall HS,772,2,0.00259067357513,192,0.248704663212435,542,0.702072538860104,0,0
117,2011,47041,0,0,0,14,0,0,14,14,0,0,0,0,0,0,0,3,3,3,609723,MARSHALL HS,John Marshall Metropolitan High School,730,1,0.0014,172,0.2356,692,0.9479,0,0
118,2012,47041,0,0,0,17,0,0,17,16,0,0,0,0,0,0,0,2,2,1,609723,MARSHALL HS,John Marshall Metropolitan High School,677,1,0.0015,157,0.2319,653,0.9645,0,0
119,2013,47041,0,0,0,6,0,0,6,6,0,0,0,0,0,0,0,1,1,1,609723,MARSHALL HS,John Marshall Metropolitan High School,624,1,0.001602564102564,164,0.262820512820513,493,0.790064102564102,0,0
120,2014,47041,0,0,0,6,0,0,6,6,0,0,0,0,0,0,0,1,1,1,609723,MARSHALL HS,John Marshall Metropolitan High School,514,1,0.0019,135,0.2626,431,0.8385,0,0
121,2012,47061,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,4,5,5,609730,SENN HS,Nicholas Senn High School,1045,165,0.1579,119,0.1139,944,0.9033,0,0
122,2013,47061,0,0,0,1,2,0,3,3,0,0,0,1,0,0,0,3,4,4,609730,SENN HS,Nicholas Senn High School,1162,123,0.105851979345955,129,0.111015490533563,1032,0.888123924268503,0,0
123,2013,47061,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,609730,SENN HS,Nicholas Senn High School,1162,123,0.105851979345955,129,0.111015490533563,1032,0.888123924268503,0,0
124,2014,47061,0,0,0,2,2,0,4,4,0,0,0,1,0,0,0,4,5,5,609730,SENN HS,Nicholas Senn High School,1281,187,0.146,147,0.1148,1120,0.8743,0,0
125,2010,47081,0,0,0,7,0,0,7,6,0,0,0,0,0,0,0,0,0,0,609737,VON STEUBEN HS,Von Steuben HS,1631,23,0.014101778050276,142,0.087063151440834,1185,0.726548129981606,0,0
126,2011,47081,0,0,0,6,0,0,6,6,0,0,0,1,0,0,0,5,6,6,609737,VON STEUBEN HS,Friedrich W von Steuben Metropolitan Science HS,1635,22,0.0135,147,0.0899,1302,0.7963,0,0
127,2012,47081,0,0,0,8,1,0,9,8,0,0,0,1,0,0,0,5,6,6,609737,VON STEUBEN HS,Friedrich W von Steuben Metropolitan Science HS,1654,13,0.0079,167,0.101,1288,0.7787,0,0
128,2013,47081,0,0,0,5,1,0,6,6,0,0,0,1,0,0,0,5,6,6,609737,VON STEUBEN HS,Friedrich W von Steuben Metropolitan Science HS,1666,24,0.014405762304922,152,0.091236494597839,1315,0.789315726290516,0,0
129,2014,47081,0,0,0,5,1,0,6,6,0,0,0,1,0,0,0,5,6,6,609737,VON STEUBEN HS,Friedrich W von Steuben Metropolitan Science HS,1687,28,0.0166,142,0.0842,1320,0.7825,0,0
130,2010,47101,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,609755,YOUNG HS,Young,1210,39,0.032231404958678,144,0.11900826446281,1186,0.980165289256198,0,0
131,2011,47101,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,10,10,8,609755,YOUNG HS,Whitney M Young Magnet High School,2165,18,0.0083,136,0.0628,986,0.4554,0,0
132,2012,47101,0,0,0,3,4,0,7,6,0,0,0,0,0,0,0,10,10,7,609755,YOUNG HS,Whitney M Young Magnet High School,2203,21,0.0095,158,0.0717,1036,0.4703,0,0
133,2013,47101,0,0,0,4,3,0,7,7,0,0,0,0,0,0,0,7,7,7,609755,YOUNG HS,Whitney M Young Magnet High School,2196,31,0.014116575591986,155,0.070582877959927,890,0.40528233151184,0,0
134,2014,47101,0,0,0,4,3,0,7,6,0,0,0,0,0,0,0,7,7,7,609755,YOUNG HS,Whitney M Young Magnet High School,2209,24,0.0109,155,0.0702,917,0.4151,0,0
135,2010,49031,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,609745,SOUTHSIDE HS,Southside Occp HS,196,22,0.112244897959184,196,1,158,0.806122448979592,0,0
136,2011,49031,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2,2,1,609745,SOUTHSIDE HS,Southside Occupational Academy High School,201,13,0.0647,201,1,200,0.995,0,0
137,2012,49031,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,3,3,2,609745,SOUTHSIDE HS,Southside Occupational Academy High School,202,15,0.0743,202,1,194,0.9604,0,0
138,2013,49031,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,3,3,3,609745,SOUTHSIDE HS,Southside Occupational Academy High School,228,29,0.12719298245614,228,1,206,0.903508771929825,0,0
139,2014,49031,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,2,2,2,609745,SOUTHSIDE HS,Southside Occupational Academy High School,206,18,0.0874,206,1,195,0.9466,0,0
140,2010,50161,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,610378,CRANE AA,Crane AA HS,244,1,0.004098360655738,15,0.061475409836066,199,0.815573770491803,0,0
141,2011,50161,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,610378,CRANE AA,Crane Achievement Academy High School,162,0,0,18,0.1111,162,1,0,0
142,2010,50181,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,609743,PHILLIPS AA HS,Phillips AA HS,76,0,0,4,0.052631578947369,74,0.973684210526316,0,0
143,2011,50181,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,609743,PHILLIPS AA HS,Phillips Achievement Academy High School,67,0,0,8,0.1194,65,0.9701,0,0
144,2010,50191,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,609706,FENGER AA HS,Fenger AA HS,105,0,0,8,0.076190476190476,104,0.99047619047619,0,0
145,2010,50191,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,609705,FENGER HS,Fenger  HS,784,1,0.001275510204082,161,0.205357142857143,692,0.88265306122449,0,0
146,2011,50191,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,609706,FENGER AA HS,Fenger Achievement Academy High School,85,0,0,8,0.0941,84,0.9882,0,0
147,2011,50191,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,609705,FENGER HS,Christian Fenger Academy High School,688,2,0.0029,140,0.2035,676,0.9826,0,0
148,2012,50191,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,1,1,0,609705,FENGER HS,Christian Fenger Academy High School,508,2,0.0039,108,0.2126,503,0.9902,0,0
149,2010,51021,0,0,0,11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,609710,HARLAN HS,Harlan HS,1260,1,0.000793650793651,227,0.18015873015873,1120,0.888888888888889,0,0
150,2011,51021,0,0,0,10,0,0,10,10,0,0,0,0,0,0,0,5,5,5,609710,HARLAN HS,John M Harlan Community Academy High School,1243,1,0.0008,211,0.1698,1175,0.9453,0,0
151,2012,51021,0,0,0,10,1,0,11,11,0,0,0,0,0,0,0,5,5,5,609710,HARLAN HS,John M Harlan Community Academy High School,1174,1,0.0009,215,0.1831,1086,0.925,0,0
152,2013,51021,0,0,0,9,1,0,10,10,0,0,0,0,0,0,0,4,4,4,609710,HARLAN HS,John M Harlan Community Academy High School,918,1,0.001089324618736,178,0.193899782135076,825,0.898692810457516,0,0
153,2014,51021,0,0,0,9,1,0,10,7,0,0,0,0,0,0,0,4,4,3,609710,HARLAN HS,John M Harlan Community Academy High School,760,1,0.0013,149,0.1961,714,0.9395,0,0
154,2010,51071,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,609734,TAFT HS,Taft HS,2810,206,0.073309608540925,408,0.145195729537367,1596,0.56797153024911,0,0
155,2010,51071,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,609740,WELLS HS,Wells HS,642,58,0.090342679127726,130,0.202492211838006,568,0.884735202492212,0,0
156,2011,51071,0,0,0,4,0,0,4,3,0,0,0,0,0,0,0,1,1,1,609734,TAFT HS,William Howard Taft High School,2921,182,0.0623,413,0.1414,1818,0.6224,0,0
157,2011,51071,0,0,0,4,0,0,4,3,0,0,0,0,0,0,0,1,1,1,609740,WELLS HS,Wells Community Academy High School,630,56,0.0889,129,0.2048,614,0.9746,0,0
158,2012,51071,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,1,1,1,609734,TAFT HS,William Howard Taft High School,3098,173,0.0558,394,0.1272,1929,0.6227,0,0
159,2012,51071,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,1,1,1,609740,WELLS HS,Wells Community Academy High School,611,61,0.0998,122,0.1997,599,0.9804,0,0
160,2013,51071,0,0,0,6,0,0,6,6,0,0,0,0,0,0,0,1,1,1,609734,TAFT HS,William Howard Taft High School,3195,193,0.060406885758999,388,0.121439749608764,1930,0.604068857589984,0,0
161,2013,51071,0,0,0,6,0,0,6,6,0,0,0,0,0,0,0,1,1,1,609740,WELLS HS,Wells Community Academy High School,596,56,0.093959731543624,134,0.224832214765101,560,0.939597315436242,0,0
162,2014,51071,0,0,0,7,0,0,7,7,0,0,0,0,0,0,0,1,1,1,609734,TAFT HS,William Howard Taft High School,3233,194,0.06,392,0.1212,1979,0.6121,0,0
163,2014,51071,0,0,0,7,0,0,7,7,0,0,0,0,0,0,0,1,1,1,609740,WELLS HS,Wells Community Academy High School,546,56,0.1026,140,0.2564,520,0.9524,0,0
164,2010,51091,0,0,0,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,610401,CLEMENTE AA HS,Clemente AA HS,227,2,0.008810572687225,14,0.061674008810573,183,0.806167400881057,0,0
165,2010,51091,0,0,0,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,609759,CLEMENTE HS,Clemente HS,1283,106,0.082618862042089,279,0.217459080280592,1025,0.798908807482463,0,0
166,2011,51091,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,4,4,4,610401,CLEMENTE AA HS,Clemente Achievement Academy High School,184,7,0.038,17,0.0924,183,0.9946,0,0
167,2011,51091,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,4,4,4,609759,CLEMENTE HS,Roberto Clemente Community Academy High School,1007,77,0.0765,208,0.2066,985,0.9782,0,0
168,2012,51091,0,0,0,4,6,0,10,8,0,0,0,0,0,0,0,3,3,3,609759,CLEMENTE HS,Roberto Clemente Community Academy High School,891,66,0.0741,178,0.1998,871,0.9776,0,0
169,2013,51091,0,0,0,5,4,0,9,9,0,0,0,0,0,0,0,2,2,2,609759,CLEMENTE HS,Roberto Clemente Community Academy High School,701,75,0.106990014265335,151,0.215406562054208,680,0.970042796005706,0,0
170,2014,51091,0,0,0,5,3,0,8,7,0,0,0,0,0,0,0,4,4,3,609759,CLEMENTE HS,Roberto Clemente Community Academy High School,733,78,0.1064,166,0.2265,706,0.9632,0,0
171,2010,52011,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,610392,WORLD LANGUAGE HS,World Language HS,379,62,0.163588390501319,56,0.147757255936675,372,0.981530343007915,0,0
172,2011,52011,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,2,2,610392,WORLD LANGUAGE HS,World Language Academy High School,379,60,0.1583,53,0.1398,375,0.9894,0,0
173,2013,52011,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,2,610392,WORLD LANGUAGE HS,World Language Academy High School,353,64,0.181303116147309,47,0.13314447592068,342,0.968838526912181,0,0
174,2014,52011,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,2,610392,WORLD LANGUAGE HS,World Language Academy High School,341,65,0.1906,45,0.132,340,0.9971,0,0
175,2010,53011,0,0,0,13,0,0,13,13,0,0,0,1,0,0,0,0,1,1,609674,CHICAGO VOCATIONAL HS,Chicago Voc HS,1106,5,0.004520795660036,230,0.207956600361664,1070,0.96745027124774,0,0
176,2011,53011,0,0,0,13,0,0,13,13,0,0,0,1,0,0,0,3,4,3,609675,CHICAGO AA HS,Chicago Vocational Achievement Academy HS,177,0,0,14,0.0791,175,0.9887,0,0
177,2011,53011,0,0,0,13,0,0,13,13,0,0,0,1,0,0,0,3,4,3,609674,CHICAGO VOCATIONAL HS,Chicago Vocational Career Academy High School,827,5,0.006,195,0.2358,822,0.994,0,0
178,2012,53011,0,0,0,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,609674,CHICAGO VOCATIONAL HS,Chicago Vocational Career Academy High School,965,7,0.0073,211,0.2187,935,0.9689,0,0
179,2013,53011,0,0,0,6,4,0,10,10,0,0,0,1,0,0,0,3,4,3,609674,CHICAGO VOCATIONAL HS,Chicago Vocational Career Academy High School,990,12,0.012121212121212,233,0.235353535353535,968,0.977777777777778,0,0
180,2014,53011,0,0,0,7,5,0,12,11,0,0,0,1,0,0,0,2,3,3,609674,CHICAGO VOCATIONAL HS,Chicago Vocational Career Academy High School,953,10,0.0105,257,0.2697,910,0.9549,0,0
181,2010,53021,0,0,0,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,609676,DUNBAR HS,Dunbar Voc HS,1507,4,0.002654280026543,165,0.109489051094891,1400,0.92899800928998,0,0
182,2011,53021,0,0,0,14,0,0,14,11,0,0,0,0,0,0,0,4,4,4,609676,DUNBAR HS,Paul Laurence Dunbar Career Academy High School,1462,5,0.0034,177,0.1211,1431,0.9788,0,0
183,2012,53021,0,0,0,12,2,0,14,14,0,0,0,2,0,0,0,5,7,7,609676,DUNBAR HS,Paul Laurence Dunbar Career Academy High School,1328,5,0.0038,183,0.1378,1304,0.9819,0,0
184,2013,53021,0,0,0,8,3,0,11,11,0,0,0,2,0,0,0,4,6,6,609676,DUNBAR HS,Paul Laurence Dunbar Career Academy High School,1188,4,0.003367003367003,194,0.163299663299663,1160,0.976430976430976,0,0
185,2014,53021,0,0,0,8,3,0,11,10,0,0,0,2,0,0,0,4,6,6,609676,DUNBAR HS,Paul Laurence Dunbar Career Academy High School,1034,5,0.0048,195,0.1886,1019,0.9855,0,0
186,2010,53041,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,2,2,609679,PROSSER HS,Prosser HS,1412,59,0.041784702549575,167,0.118271954674221,1219,0.863314447592068,0,0
187,2011,53041,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,4,5,5,609679,PROSSER HS,Charles Allen Prosser Career Academy High School,1416,48,0.0339,142,0.1003,1332,0.9407,0,0
188,2012,53041,0,0,0,3,8,0,11,10,0,0,0,2,0,0,0,4,6,6,609679,PROSSER HS,Charles Allen Prosser Career Academy High School,1475,42,0.0285,137,0.0929,1384,0.9383,0,0
189,2013,53041,0,0,0,2,2,0,4,4,0,0,0,3,0,0,0,5,8,8,609679,PROSSER HS,Charles Allen Prosser Career Academy High School,1514,63,0.041611624834875,159,0.105019815059445,1411,0.931968295904888,0,0
190,2014,53041,0,0,0,2,2,0,4,4,0,0,0,3,0,0,0,5,8,8,609679,PROSSER HS,Charles Allen Prosser Career Academy High School,1476,59,0.04,148,0.1003,1404,0.9512,0,0
191,2010,53051,0,0,1,2,0,0,3,3,0,0,0,2,0,0,0,0,2,2,609682,RICHARDS HS,Richards HS,547,76,0.138939670932358,98,0.179159049360146,477,0.872029250457038,0,0
