,Year,Dept/Unit Number,Job Title_Chief Safety & Security OFF,Job Title_Flex Team Security Officer,Job Title_Safety And Security Off,Job Title_School Security Officer,Job Title_Senior School Security Officer,Job Title_Senior Security Officer,Total Security,Total Security_Filled,Job Title_Career Counseling Manager,Job Title_Director of Counseling,"Job Title_Director, School Counseling & Post Secondary Advising",Job Title_Guidance Counselor Assistant,Job Title_HS Counseling Specialist,Job Title_K‐8 Counseling Specialist,Job Title_Manager-Secdry Schl Counselng,Job Title_School Counselor,Total Counseling,Total Counseling_Filled,School ID,pos_name_0,School,Total,Bilingual_N,Bilingual_P,IEP_N,IEP_P,Free_Lunch_N,Free_Lunch_P,Job Title_Cntrl Office Security Officer,Job Title_K-8 Counseling Specialist
401,2010,53071,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,609693,WESTINGHOUSE HS,Westinghouse HS,555,10,0.018018018018018,44,0.079279279279279,458,0.825225225225225,0,0
402,2011,53071,0,0,0,3,0,0,3,2,0,0,0,1,0,0,0,2,3,3,609693,WESTINGHOUSE HS,George Westinghouse High School,828,21,0.0254,60,0.0725,715,0.8635,0,0
403,2012,53071,0,0,0,3,0,0,3,3,0,0,0,1,0,0,0,4,5,4,609693,WESTINGHOUSE HS,George Westinghouse High School,1116,21,0.0188,69,0.0618,935,0.8378,0,0
404,2013,53071,0,0,0,4,1,0,5,5,0,0,0,1,0,0,0,4,5,5,609693,WESTINGHOUSE HS,George Westinghouse College Prep,1125,21,0.018666666666667,71,0.063111111111111,942,0.837333333333333,0,0
405,2014,53071,0,0,0,4,1,0,5,5,0,0,0,1,0,0,0,4,5,4,609693,WESTINGHOUSE HS,George Westinghouse College Prep,1123,20,0.0178,73,0.065,947,0.8433,0,0
406,2010,55011,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,610304,PHOENIX MILITARY HS,Phoenix Mil Acad HS,432,9,0.020833333333333,37,0.085648148148148,406,0.939814814814815,0,0
407,2011,55011,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,610304,PHOENIX MILITARY HS,Phoenix Military Academy High School,462,13,0.0281,40,0.0866,434,0.9394,0,0
408,2012,55011,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,2,2,610304,PHOENIX MILITARY HS,Phoenix Military Academy High School,429,7,0.0163,40,0.0932,406,0.9464,0,0
409,2013,55011,0,0,0,2,1,0,3,3,0,0,0,0,0,0,0,2,2,2,610304,PHOENIX MILITARY HS,Phoenix Military Academy High School,497,14,0.028169014084507,50,0.100603621730382,479,0.963782696177062,0,0
410,2014,55011,0,0,0,2,1,0,3,3,0,0,0,0,0,0,0,2,2,2,610304,PHOENIX MILITARY HS,Phoenix Military Academy High School,501,16,0.0319,49,0.0978,479,0.9561,0,0
411,2010,55041,0,0,0,2,0,0,2,2,0,0,0,1,0,0,0,0,1,1,610309,CHGO DISCOVERY HS,Chicago Discovery HS,321,25,0.077881619937695,59,0.183800623052959,292,0.909657320872274,0,0
412,2010,55111,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,610324,GLOBAL VISIONS HS,Global Visions HS,140,1,0.007142857142857,40,0.285714285714286,136,0.971428571428571,0,0
413,2010,55161,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,610380,WILLIAMS HS,Williams Prep Med HS,340,2,0.005882352941176,20,0.058823529411765,313,0.920588235294118,0,0
414,2013,55161,0,0,0,6,0,0,6,5,0,0,0,0,0,0,0,1,1,1,610380,WILLIAMS HS,Daniel Hale Williams Prep School of Medicine,300,0,0,17,0.056666666666667,263,0.876666666666667,0,0
415,2014,55161,0,0,0,6,0,0,6,6,0,0,0,0,0,0,0,1,1,1,610380,WILLIAMS HS,Daniel Hale Williams Prep School of Medicine,290,0,0,22,0.0759,278,0.9586,0,0
416,2010,55191,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,610381,BRONZEVILLE HS,Bronzeville Mil HS,551,0,0,46,0.083484573502722,513,0.931034482758621,0,0
417,2011,55191,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,2,1,610381,BRONZEVILLE HS,Bronzeville Scholastic Academy High School,552,2,0.0036,45,0.0815,523,0.9475,0,0
418,2012,55191,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,2,2,610381,BRONZEVILLE HS,Bronzeville Scholastic Academy High School,529,2,0.0038,43,0.0813,503,0.9509,0,0
419,2013,55191,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,2,2,610381,BRONZEVILLE HS,Bronzeville Scholastic Academy High School,516,4,0.007751937984496,55,0.106589147286822,472,0.914728682170543,0,0
420,2014,55191,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,2,2,610381,BRONZEVILLE HS,Bronzeville Scholastic Academy High School,487,7,0.0144,66,0.1355,465,0.9548,0,0
421,2010,63081,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,400094,EPIC HS,EPIC Acad HS,259,9,0.034749034749035,40,0.154440154440154,241,0.93050193050193,0,0
422,2011,63081,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,400094,EPIC HS,EPIC Academy High School,364,22,0.0604,56,0.1538,353,0.9698,0,0
423,2012,63081,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,400094,EPIC HS,EPIC Academy High School,487,39,0.0801,90,0.1848,473,0.9713,0,0
424,2013,63081,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,400094,EPIC HS,EPIC Academy High School,493,37,0.075050709939148,95,0.192697768762677,470,0.953346855983773,0,0
425,2014,63081,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,400094,EPIC HS,EPIC Academy High School,421,56,0.133,76,0.1805,405,0.962,0,0
426,2010,66021,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,609736,DYETT HS,Dyett HS,431,0,0,96,0.222737819025522,389,0.902552204176334,0,0
427,2011,66021,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,2,2,2,609736,DYETT HS,Dyett High School,318,0,0,76,0.239,308,0.9686,0,0
428,2012,66021,0,0,0,7,0,0,7,5,0,0,0,0,0,0,0,1,1,0,609736,DYETT HS,Dyett High School,168,0,0,40,0.2381,158,0.9405,0,0
429,2013,66021,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,1,1,1,609736,DYETT HS,Dyett High School,83,0,0,23,0.27710843373494,79,0.951807228915663,0,0
430,2014,66021,0,0,0,5,0,0,5,2,0,0,0,0,0,0,0,1,1,1,609736,DYETT HS,Dyett High School,13,0,0,5,0.3846,13,1,0,0
431,2012,25451,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,610357,SPRY HS,Spry Community Links High School,193,23,0.1192,25,0.1295,191,0.9896,0,0
432,2013,25451,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,610357,SPRY HS,Spry Community Links High School,189,28,0.148148148148148,23,0.121693121693122,186,0.984126984126984,0,0
433,2014,25451,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,610357,SPRY HS,Spry Community Links High School,183,43,0.235,31,0.1694,180,0.9836,0,0
434,2013,29411,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,2,2,400040,FRAZIER CHARTER,Frazier Preparatory Academy Elementary School,456,0,0,21,0.046052631578947,413,0.905701754385965,0,0
435,2014,29411,0,0,0,2,0,0,2,1,0,0,0,1,0,0,0,1,2,2,400040,FRAZIER CHARTER,Frazier Preparatory Academy Elementary School,406,0,0,35,0.0862,395,0.9729,0,0
436,2013,49131,0,0,0,3,2,0,5,5,0,0,0,0,0,0,0,3,3,3,610499,COLLINS HS,Collins Academy High School,384,2,0.005208333333333,71,0.184895833333333,374,0.973958333333333,0,0
437,2014,49131,0,0,0,3,2,0,5,5,0,0,0,0,0,0,0,2,2,1,610499,COLLINS HS,Collins Academy High School,419,1,0.0024,84,0.2005,413,0.9857,0,0
438,2013,49161,0,0,0,4,1,0,5,5,0,0,0,0,0,0,0,1,1,1,610506,TEAM HS,TEAM Englewood Community Academy High School,407,1,0.002457002457002,72,0.176904176904177,342,0.84029484029484,0,0
439,2014,49161,0,0,0,4,1,0,5,5,0,0,0,0,0,0,0,1,1,1,610506,TEAM HS,TEAM Englewood Community Academy High School,378,0,0,81,0.2143,370,0.9788,0,0
440,2013,63051,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,400022,CHIARTS HS,Chicago High School for the Arts,575,1,0.001739130434783,48,0.083478260869565,276,0.48,0,0
441,2014,63051,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,400022,CHIARTS HS,Chicago High School for the Arts,577,6,0.0104,48,0.0832,296,0.513,0,0
442,2013,66411,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,2,2,400018,AUSTIN BUS & ENTRP HS,Austin Business and Entrepreneurship Academy HS,186,0,0,42,0.225806451612903,178,0.956989247311828,0,0
443,2014,66411,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,2,2,400018,AUSTIN BUS & ENTRP HS,Austin Business and Entrepreneurship Academy HS,150,1,0.0067,37,0.2467,148,0.9867,0,0
0,2015,22041,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,3,3,3,610524,0,Louisa May Alcott College Preparatory HS,308,28,0.0909,59,0.1916,251,0.8149,0,0
1,2015,23391,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,1,1,1,609769,0,Ray Graham Training Center High School,132,38,0.2879,132,1,124,0.9394,0,0
2,2015,24101,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,1,1,1,610029,0,Rodolfo Lozano Bilingual & International Ctr ES,253,114,0.4506,70,0.2767,219,0.8656,0,0
3,2015,24731,0,0,0,3,1,0,4,4,0,0,0,0,0,0,0,3,3,3,610529,0,Ogden International High School,717,22,0.0307,78,0.1088,350,0.4881,0,0
4,2015,25151,0,0,0,3,0,0,3,2,0,0,0,0,0,0,0,1,1,1,610148,0,Cesar E Chavez Multicultural Academic Center ES,983,464,0.472,98,0.0997,939,0.9552,0,0
5,2015,25301,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,610167,0,William H Seward Communication Arts Academy ES,796,334,0.4196,77,0.0967,726,0.9121,0,0
6,2015,25451,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,610357,0,Spry Community Links High School,173,37,0.2139,31,0.1792,168,0.9711,0,0
7,2015,26861,0,0,0,1,2,0,3,3,0,0,0,0,0,0,0,1,1,1,610394,0,Uplift Community High School,311,27,0.0868,86,0.2765,296,0.9518,0,0
8,2015,29411,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,2,2,400040,0,Frazier Preparatory Academy Charter School,428,0,0,43,0.1005,401,0.9369,0,0
9,2015,31121,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,609987,0,Thomas A Hendricks Elementary Community Academy,245,8,0.0327,61,0.249,226,0.9224,0,0
10,2015,41051,0,0,0,7,2,0,9,9,0,0,0,3,0,0,0,1,4,4,610244,0,Michele Clark Academic Prep Magnet High School,524,0,0,60,0.1145,506,0.9656,0,0
11,2015,41061,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,1,1,1,610245,0,Frederick A Douglass Academy High School,234,2,0.0085,68,0.2906,214,0.9145,0,0
12,2015,45221,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,3,3,3,610390,0,Hyman G Rickover Naval Academy High School,577,19,0.0329,56,0.0971,506,0.8769,0,0
13,2015,45231,0,0,0,2,1,0,3,2,0,0,0,0,0,0,0,2,2,2,610513,0,Air Force Academy High School,328,7,0.0213,45,0.1372,289,0.8811,0,0
14,2015,46021,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,3,3,3,609694,0,John Hancock College Preparatory High School,905,56,0.0619,78,0.0862,843,0.9315,0,0
15,2015,46031,0,0,0,6,0,0,6,6,0,0,0,1,0,0,0,3,4,4,609695,0,Roald Amundsen High School,1141,125,0.1096,142,0.1245,1022,0.8957,0,0
16,2015,46041,0,0,0,5,3,0,8,8,0,0,0,0,0,0,0,2,2,2,609698,0,William J Bogan High School,856,82,0.0958,199,0.2325,771,0.9007,0,0
17,2015,46061,0,0,0,4,1,0,5,5,0,0,0,2,0,0,0,4,6,6,609749,0,Northside College Preparatory High School,1056,13,0.0123,63,0.0597,449,0.4252,0,0
18,2015,46121,0,0,0,5,0,0,5,5,0,0,0,1,0,0,0,1,2,2,609707,0,Paul Robeson High School,204,0,0,63,0.3088,202,0.9902,0,0
19,2015,46131,0,0,0,2,9,0,11,11,0,0,0,2,0,0,0,3,5,5,609708,0,Edwin G Foreman High School,1045,220,0.2105,187,0.1789,985,0.9426,0,0
20,2015,46141,0,0,0,5,2,0,7,7,0,0,0,0,0,0,0,1,1,1,609709,0,Gage Park High School,406,76,0.1872,76,0.1872,389,0.9581,0,0
21,2015,46151,0,0,0,8,2,0,10,10,0,0,0,0,0,0,0,2,2,2,609711,0,William Rainey Harper High School,253,2,0.0079,65,0.2569,248,0.9802,0,0
22,2015,46171,0,0,0,7,1,0,8,8,0,0,0,0,0,0,0,2,2,2,609713,0,Hyde Park Academy High School,807,3,0.0037,142,0.176,771,0.9554,0,0
23,2015,46181,0,0,0,6,3,0,9,9,0,0,0,3,0,0,0,8,11,11,609715,0,Thomas Kelly High School,2248,474,0.2109,315,0.1401,2125,0.9453,0,0
24,2015,46191,0,0,0,6,0,0,6,6,0,0,0,1,0,0,0,2,3,3,609716,0,Kelvyn Park High School,711,170,0.2391,115,0.1617,676,0.9508,0,0
25,2015,46201,0,0,0,12,1,0,13,13,0,0,0,0,0,0,0,4,4,4,609718,0,John F Kennedy High School,1629,114,0.07,289,0.1774,1337,0.8207,0,0
26,2015,46211,0,0,0,7,0,0,7,7,0,0,0,1,0,0,0,4,5,5,609719,0,Lake View High School,1289,60,0.0465,189,0.1466,1091,0.8464,0,0
27,2015,46221,0,0,0,11,1,0,12,11,0,0,0,0,0,0,0,10,10,10,609720,0,Albert G Lane Technical High School,4055,24,0.0059,183,0.0451,2280,0.5623,0,0
28,2015,46241,0,0,0,7,0,0,7,7,0,0,0,0,0,0,0,4,4,4,609724,0,Stephen T Mather High School,1576,369,0.2341,169,0.1072,1384,0.8782,0,0
29,2015,46251,0,0,0,6,4,0,10,10,0,0,0,0,0,0,0,4,4,3,609725,0,Morgan Park High School,1431,5,0.0035,137,0.0957,1207,0.8435,0,0
30,2015,46261,0,0,0,6,1,0,7,7,0,0,0,1,0,0,0,3,4,4,609727,0,Wendell Phillips Academy High School,643,5,0.0078,123,0.1913,597,0.9285,0,0
31,2015,46271,0,0,0,8,0,0,8,8,0,0,0,0,0,0,0,3,3,3,609728,0,Theodore Roosevelt High School,1182,304,0.2572,232,0.1963,1094,0.9255,0,0
32,2015,46281,0,0,0,4,6,0,10,10,0,0,0,1,0,0,0,5,6,6,609729,0,Carl Schurz High School,2002,347,0.1733,382,0.1908,1837,0.9176,0,0
33,2015,46291,0,0,0,4,9,0,13,12,0,0,0,0,0,0,0,5,5,5,609732,0,Charles P Steinmetz College Preparatory HS,1545,230,0.1489,272,0.1761,1395,0.9029,0,0
34,2015,46301,0,0,0,4,1,0,5,5,0,0,0,0,0,0,0,2,2,2,609733,0,Roger C Sullivan High School,563,178,0.3162,136,0.2416,511,0.9076,0,0
35,2015,46321,0,0,0,9,1,0,10,9,0,0,0,1,0,0,0,7,8,8,609738,0,Lincoln Park High School,2114,47,0.0222,170,0.0804,1239,0.5861,0,0
36,2015,46331,0,0,0,10,1,0,11,11,0,0,0,0,0,0,0,4,4,4,609739,0,George Washington High School,1433,129,0.09,203,0.1417,1297,0.9051,0,0
37,2015,46341,0,0,0,10,1,0,11,10,0,0,0,0,0,0,0,4,4,4,609741,0,Gurdon S Hubbard High School,1705,243,0.1425,220,0.129,1621,0.9507,0,0
38,2015,46361,0,0,0,7,3,0,10,10,0,0,0,0,0,0,0,4,4,4,609746,0,Kenwood Academy High School,1724,9,0.0052,98,0.0568,1173,0.6804,0,0
39,2015,46371,0,0,0,3,3,0,6,6,0,0,0,0,0,0,0,1,1,1,609751,0,Dr  Martin Luther King  Jr  College Prep HS,695,12,0.0173,64,0.0921,587,0.8446,0,0
40,2015,46381,0,0,0,3,1,0,4,4,0,0,0,0,0,0,0,1,1,1,609760,0,George Washington Carver Military Academy HS,490,16,0.0327,29,0.0592,451,0.9204,0,0
41,2015,46391,0,0,0,6,0,0,6,6,0,0,0,0,0,0,0,1,1,1,609761,0,George H Corliss High School,419,3,0.0072,113,0.2697,392,0.9356,0,0
42,2015,46401,0,0,0,5,1,0,6,6,0,0,0,0,0,0,0,3,3,3,609762,0,Percy L Julian High School,720,1,0.0014,136,0.1889,676,0.9389,0,0
43,2015,46421,0,0,0,5,1,0,6,6,0,0,0,1,0,0,0,5,6,6,609764,0,Benito Juarez Community Academy High School,1686,262,0.1554,256,0.1518,1623,0.9626,0,0
44,2015,46431,0,0,0,4,2,0,6,5,0,0,0,1,0,0,0,3,4,4,609691,0,North-Grand High School,978,209,0.2137,169,0.1728,932,0.953,0,0
45,2015,46471,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,3,3,2,610334,0,Al Raby High School,479,11,0.023,141,0.2944,468,0.977,0,0
46,2015,46481,0,0,0,3,0,0,3,2,0,0,0,1,0,0,0,2,3,3,610340,0,Chicago Academy High School,542,37,0.0683,98,0.1808,450,0.8303,0,0
47,2015,46511,0,0,0,4,1,0,5,5,0,0,0,1,0,0,0,5,6,4,610391,0,Robert Lindblom Math & Science Academy HS,1254,10,0.008,68,0.0542,838,0.6683,0,0
48,2015,47021,0,0,0,7,2,0,9,9,0,0,0,0,0,0,0,7,7,7,609678,0,William Jones College Preparatory High School,1670,24,0.0144,132,0.079,729,0.4365,0,0
49,2015,47031,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,1,1,1,609712,0,Emil G Hirsch Metropolitan High School,150,0,0,55,0.3667,137,0.9133,0,0
50,2015,47041,0,0,0,7,0,0,7,7,0,0,0,0,0,0,0,1,1,1,609723,0,John Marshall Metropolitan High School,425,2,0.0047,105,0.2471,380,0.8941,0,0
51,2015,47051,0,0,2,5,0,0,7,7,0,0,0,0,0,0,0,3,3,3,609726,0,Gwendolyn Brooks College Preparatory Academy HS,836,1,0.0012,55,0.0658,608,0.7273,0,0
52,2015,47061,0,0,0,3,2,0,5,5,0,0,0,1,0,0,0,5,6,6,609730,0,Nicholas Senn High School,1365,194,0.1421,188,0.1377,1130,0.8278,0,0
53,2015,47081,0,0,0,6,1,0,7,7,0,0,0,1,0,0,0,5,6,6,609737,0,Friedrich W von Steuben Metropolitan Science HS,1657,34,0.0205,106,0.064,1298,0.7833,0,0
54,2015,47101,0,0,0,4,3,0,7,7,0,0,0,0,0,0,0,7,7,7,609755,0,Whitney M Young Magnet High School,2157,32,0.0148,147,0.0682,932,0.4321,0,0
55,2015,49031,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,1,1,1,609745,0,Southside Occupational Academy High School,222,33,0.1486,222,1,198,0.8919,0,0
56,2015,49081,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,1,1,1,609766,0,Jacqueline B Vaughn Occupational High School,193,71,0.3679,193,1,155,0.8031,0,0
57,2015,49091,0,0,0,4,1,0,5,5,0,0,0,1,0,0,0,1,2,2,609768,0,Hope College Preparatory High School,199,11,0.0553,61,0.3065,196,0.9849,0,0
58,2015,49131,0,0,0,4,2,0,6,5,0,0,0,0,0,0,0,1,1,1,610499,0,Collins Academy High School,355,1,0.0028,74,0.2085,349,0.9831,0,0
59,2015,49161,0,0,0,4,1,0,5,5,0,0,0,0,0,0,0,1,1,1,610506,0,TEAM Englewood Community Academy High School,272,0,0,53,0.1949,230,0.8456,0,0
60,2015,51021,0,0,0,7,1,0,8,8,0,0,0,0,0,0,0,2,2,2,609710,0,John M Harlan Community Academy High School,613,0,0,125,0.2039,570,0.9299,0,0
61,2015,51071,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,2,2,2,609740,0,Wells Community Academy High School,461,55,0.1193,117,0.2538,440,0.9544,0,0
62,2015,51091,0,0,0,6,4,0,10,10,0,0,0,0,0,0,0,3,3,3,609759,0,Roberto Clemente Community Academy High School,766,84,0.1097,181,0.2363,729,0.9517,0,0
63,2015,53011,0,0,0,4,4,0,8,8,0,0,0,1,0,0,0,2,3,3,609674,0,Chicago Vocational Career Academy High School,978,9,0.0092,254,0.2597,914,0.9346,0,0
64,2015,53021,0,0,0,5,1,0,6,6,0,0,0,0,0,0,0,2,2,2,609676,0,Paul Laurence Dunbar Career Academy High School,761,6,0.0079,165,0.2168,734,0.9645,0,0
65,2015,53041,0,0,0,5,3,0,8,8,0,0,0,1,0,0,0,4,5,5,609679,0,Charles Allen Prosser Career Academy High School,1455,86,0.0591,165,0.1134,1382,0.9498,0,0
66,2015,53051,0,0,1,3,1,0,5,5,0,0,0,0,0,0,0,1,1,1,609682,0,Ellen H Richards Career Academy High School,276,63,0.2283,72,0.2609,260,0.942,0,0
67,2015,53061,0,0,0,8,4,0,12,9,0,0,0,0,0,0,0,1,1,1,609692,0,Neal F Simeon Career Academy High School,1363,1,0.0007,112,0.0822,1223,0.8973,0,0
68,2015,53071,0,0,0,4,1,0,5,5,0,0,0,1,0,0,0,3,4,2,609693,0,George Westinghouse College Prep,1176,29,0.0247,79,0.0672,1007,0.8563,0,0
69,2015,53091,0,0,0,2,8,0,10,10,0,0,0,2,0,0,0,3,5,5,609704,0,David G Farragut Career Academy High School,916,250,0.2729,188,0.2052,889,0.9705,0,0
70,2015,53101,0,0,0,7,5,0,12,12,0,0,0,6,0,0,0,9,15,15,609756,0,Marie Sklodowska Curie Metropolitan High School,3050,275,0.0902,303,0.0993,2869,0.9407,0,0
71,2015,53111,0,0,0,3,1,0,4,4,0,0,0,0,0,0,0,1,1,1,609722,0,Manley Career Academy High School,248,2,0.0081,65,0.2621,234,0.9435,0,0
72,2015,53121,0,0,0,6,1,0,7,7,0,0,0,0,0,0,0,1,1,1,609735,0,Edward Tilden Career Community Academy HS,311,15,0.0482,122,0.3923,298,0.9582,0,0
73,2015,55011,0,0,0,3,1,0,4,4,0,0,0,0,0,0,0,2,2,2,610304,0,Phoenix Military Academy High School,520,13,0.025,41,0.0788,497,0.9558,0,0
74,2015,55161,0,0,0,6,0,0,6,6,0,0,0,0,0,0,0,1,1,1,610380,0,Daniel Hale Williams Prep School of Medicine,265,0,0,27,0.1019,255,0.9623,0,0
75,2015,55191,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,2,2,610381,0,Bronzeville Scholastic Academy High School,448,8,0.0179,62,0.1384,418,0.933,0,0
76,2015,63051,0,0,0,2,1,0,3,3,0,0,0,0,0,0,0,0,0,0,400022,0,Chicago High School for the Arts,605,3,0.005,42,0.0694,331,0.5471,0,0
77,2015,66112,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,400077,0,University of Chicago - Woodlawn,641,2,0.0031,105,0.1638,539,0.8409,0,0
78,2015,70020,0,0,0,3,1,0,4,4,0,0,0,0,0,0,0,6,6,5,609680,0,Walter Payton College Preparatory High School,887,5,0.0056,54,0.0609,279,0.3145,0,0
79,2015,70070,0,0,0,2,2,0,4,4,0,0,0,0,0,0,0,2,2,2,609754,0,Chicago Military Academy High School,326,6,0.0184,37,0.1135,294,0.9018,0,0
