,Unnamed: 0,Unnamed: 0_x,Unnamed: 0.1,Year,Dept/Unit Number,Job Title_Chief Safety & Security OFF,Job Title_Flex Team Security Officer,Job Title_Safety And Security Off,Job Title_School Security Officer,Job Title_Senior School Security Officer,Job Title_Senior Security Officer,Total Security,Total Security_Filled,Job Title_Career Counseling Manager,Job Title_Director of Counseling,"Job Title_Director, School Counseling & Post Secondary Advising",Job Title_Guidance Counselor Assistant,Job Title_HS Counseling Specialist,Job Title_K‐8 Counseling Specialist,Job Title_Manager-Secdry Schl Counselng,Job Title_School Counselor,Total Counseling,Total Counseling_Filled,School ID,pos_name_0,Unit_Number,Notes,Unnamed: 26,Unit Number,Unnamed: 0_y,Unit,School_x,Total_x,Bilingual_N,Bilingual_P,IEP_N,IEP_P,Free_Lunch_N,Free_Lunch_P,School Name_x,Status as of 2014,Status as of 2019,Attendance,5YR Grad Rate,School_y,Total_y,White No,White Pct,African American No,African American Pct,Native American/Alaskan No,Native American/Alaskan Pct,Asian/Pacific Islander No,Asian/Pacific Islander Pct,Hispanic No,Hispanic Pct,Multi-Racial No,Multi-Racial Pct,Asian No,Asian Pct,Hawaiian/Pacific Islander No,Hawaiian/Pacific Islander Pct,Not Available No,Not Available Pct,School Name_y,School Year,# of Misconducts,# of Group 1-2 Misconducts,# of Group 3-4 Misconducts,# of Group 5-6 Misconducts,# of Suspensions (includes ISS and OSS),"% of Misconducts Resulting in a Suspension
(includes ISS and OSS)",# of ISS,% of Misconducts Resulting in an ISS,ISS per 100 Students,# of Unique Students Receiving ISS,% of Unique Students Receiving ISS,Average Length of ISS,# of OSS,% of Misconducts Resulting in an OSS,OSS per 100 Students,# of Unique Students Receiving OSS,% of Unique Students Receiving OSS,Average Length of OSS,# of Police Notifications,% of Misconducts Resulting in a Police Notification,Police Notifications per 100 Students,# of Unique Students Receiving Police Notification,% of Unique Students Receiving Police Notification,# of Students Expelled,Expulsions per 100 Students
220,220,295,2299,2014,53121,0,0,0,10,2,0,12,12,0,0,0,0,0,0,0,2,2,2,609735,TILDEN HS,53121,,1590.0,609735,166,609735,Edward Tilden Career Community Academy HS,345.0,9.0,0.02608695652173913,89.0,0.2579710144927536,337.0,0.9768115942028984,TILDEN HS,,,81.4,49.6,,345.0,27.0,7.8,232.0,67.2,0.0,0.0,0.0,0.0,72.0,20.9,5.0,1.4,6.0,1.7,0.0,0.0,3.0,0.9,TILDEN HS,2014.0,916.0,467.0,398.0,51.0,870.0,95.0,561.0,61.2,174.17,181.0,56.2,1.09,309.0,33.7,95.93,147.0,45.6,2.06,47.0,5.1,14.59,42.0,13.0,0.0,0.0
221,221,296,2805,2015,53121,0,0,0,8,2,0,10,6,0,0,0,0,0,0,0,2,2,1,609735,TILDEN HS,53121,,1590.0,609735,165,609735,Edward Tilden Career Community Academy HS,328.0,13.0,0.0396,108.0,0.3293,319.0,0.9726,TILDEN HS,,,81.0,55.3,TILDEN HS,328.0,36.0,11.0,198.0,60.4,0.0,0.0,0.0,0.0,79.0,24.1,8.0,2.4,5.0,1.5,0.0,0.0,2.0,0.6,TILDEN HS,2015.0,394.0,48.0,288.0,58.0,287.0,72.8,92.0,23.4,30.01,71.0,23.2,1.15,195.0,49.5,63.61,112.0,36.5,2.03,89.0,22.6,29.03,65.0,21.2,1.0,0.33
222,222,298,722,2011,55081,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,610297,SCHOOL OF LEADRSHP HS,55081,,7230.0,7230,585,7230,Sch Of Leadership HS,272.0,,,59.0,0.2169117647058824,257.0,0.9448529411764706,SCHOOL OF LEADRSHP HS,,Closed,72.6,36.6,Sch Of Leadership HS,272.0,0.0,0.0,268.0,98.5,1.0,0.4,0.0,0.0,2.0,0.7,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,223,299,1228,2012,55081,0,0,0,5,0,0,5,4,0,0,0,2,0,0,0,3,5,5,610297,SCHOOL OF LEADRSHP HS,55081,,7230.0,610297,270,610297,High School of Leadership at South Shore,731.0,2.0,0.0027,149.0,0.2038,702.0,0.9603,SCHOOL OF LEADRSHP HS,,Closed,70.9,41.7,Sch Of Leadership HS,731.0,1.0,0.1,719.0,98.4,0.0,0.0,0.0,0.0,4.0,0.5,2.0,0.3,1.0,0.1,1.0,0.1,3.0,0.4,SCHOOL OF LEADRSHP HS,2012.0,1118.0,315.0,739.0,64.0,937.0,83.8,205.0,18.3,31.14,154.0,23.4,1.25,732.0,65.5,111.18,350.0,53.2,3.17,87.0,7.8,13.21,74.0,11.2,8.0,1.22
224,224,300,1777,2013,55081,0,0,0,5,5,1,11,11,0,0,0,1,0,0,0,2,3,3,610297,SCHOOL OF LEADRSHP HS,55081,,7230.0,610297,270,610297,High School of Leadership at South Shore,411.0,1.0,0.0024,70.0,0.1703,399.0,0.9708,SCHOOL OF LEADRSHP HS,,Closed,74.7,44.4,Sch Of Leadership HS,411.0,1.0,0.2,405.0,98.5,0.0,0.0,0.0,0.0,3.0,0.7,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,SCHOOL OF LEADRSHP HS,2013.0,437.0,97.0,267.0,73.0,371.0,84.9,3.0,0.7,0.85,3.0,0.8,1.0,368.0,84.2,103.67,180.0,50.7,2.77,31.0,7.1,8.73,29.0,8.2,3.0,0.85
225,225,301,2301,2014,55081,0,0,0,1,4,0,5,5,0,0,0,0,0,0,0,1,1,1,610297,SCHOOL OF LEADRSHP HS,55081,,7230.0,610297,252,610297,High School of Leadership at South Shore,134.0,0.0,0.0,25.0,0.1865671641791045,133.0,0.9925373134328358,SCHOOL OF LEADRSHP HS,,Closed,78.0,48.1,,134.0,1.0,0.7,131.0,97.8,0.0,0.0,0.0,0.0,1.0,0.7,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,SCHOOL OF LEADRSHP HS,2014.0,83.0,11.0,70.0,2.0,82.0,98.8,0.0,0.0,0.0,0.0,0.0,1.0,82.0,98.8,65.92,45.0,36.2,2.85,2.0,2.4,1.61,2.0,1.6,0.0,0.0
226,226,304,723,2011,55091,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,610296,SCHOOL OF TECH HS,55091,Combined with school of arts in 2012 to school of leadership,7220.0,7220,584,7220,Sch Of Technology HS,289.0,2.0,0.006920415224913495,46.0,0.15916955017301038,264.0,0.9134948096885812,SCHOOL OF TECH HS,Closed,Closed,80.0,49.1,Sch Of Technology HS,289.0,1.0,0.3,288.0,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,227,310,731,2011,66112,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,400077,U OF C - WOODLAWN HS,66112,Chtr,3061.0,3061,200,3061,U Of C Chrt - Woodlawn,537.0,,,72.0,0.1340782122905028,447.0,0.8324022346368715,U OF C - WOODLAWN HS,,,94.8,70.4,U Of C Chrt - Woodlawn,537.0,2.0,0.4,527.0,98.1,0.0,0.0,1.0,0.2,5.0,0.9,1.0,0.2,0.0,0.0,1.0,0.2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,228,311,1233,2012,66112,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,400077,U OF C - WOODLAWN HS,66112,Chtr,3061.0,400077,608,400077,University of Chicago Charter - Woodlawn,517.0,0.0,0.0,70.0,0.1354,450.0,0.8704,U OF C - WOODLAWN HS,,,97.4,68.0,U Of C Chrt - Woodlawn,517.0,3.0,0.6,504.0,97.5,0.0,0.0,1.0,0.2,4.0,0.8,1.0,0.2,1.0,0.2,1.0,0.2,2.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,229,312,1782,2013,66112,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,400077,U OF C - WOODLAWN HS,66112,Chtr,3061.0,400077,606,400077,University of Chicago Charter - Woodlawn,607.0,1.0,0.0016,91.0,0.1499,515.0,0.8484,U OF C - WOODLAWN HS,,,96.5,65.1,U Of C Chrt - Woodlawn,607.0,2.0,0.3,594.0,97.9,0.0,0.0,0.0,0.0,4.0,0.7,2.0,0.3,0.0,0.0,1.0,0.2,4.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,230,313,2308,2014,66112,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,400077,U OF C - WOODLAWN HS,66112,Chtr,3061.0,400077,579,400077,University of Chicago Charter - Woodlawn,634.0,0.0,0.0,100.0,0.15772870662460567,533.0,0.8406940063091483,U OF C - WOODLAWN HS,,,96.2,77.8,,634.0,1.0,0.2,619.0,97.6,0.0,0.0,0.0,0.0,3.0,0.5,5.0,0.8,0.0,0.0,1.0,0.2,5.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,231,314,2814,2015,66112,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,400077,U OF C - WOODLAWN HS,66112,Chtr,3061.0,400077,589,400077,University of Chicago Charter - Woodlawn,650.0,1.0,0.0015,106.0,0.1631,554.0,0.8523,U OF C - WOODLAWN HS,,,95.6,69.2,UNIV OF CHGO CHTR-WOODLAWN,650.0,1.0,0.2,637.0,98.0,0.0,0.0,0.0,0.0,4.0,0.6,5.0,0.8,0.0,0.0,1.0,0.2,2.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,232,316,736,2011,67021,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,610387,SECOND CHANCE ALT HS,67021,Alt name is Peace and Educ Coalition depending on year,1123.0,1123,15,1123,Peace & Education Alt HS,113.0,4.0,0.035398230088495575,22.0,0.1946902654867257,112.0,0.991150442477876,SECOND CHANCE ALT HS,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,233,322,738,2011,70020,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,609680,PAYTON HS,70020,,1090.0,1090,9,1090,Payton CPHS,892.0,3.0,0.0033632286995515697,58.0,0.06502242152466367,278.0,0.3116591928251121,PAYTON HS,,,93.5,96.9,Payton CPHS,892.0,299.0,33.5,215.0,24.1,4.0,0.4,2.0,0.2,229.0,25.7,46.0,5.2,92.0,10.3,2.0,0.2,3.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,234,323,1239,2012,70020,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,4,4,4,609680,PAYTON HS,70020,,1090.0,609680,632,609680,Walter Payton College Preparatory High School,885.0,4.0,0.0045,61.0,0.0689,304.0,0.3435,PAYTON HS,,,93.9,90.9,Payton CPHS,885.0,302.0,34.1,219.0,24.7,3.0,0.3,2.0,0.2,220.0,24.9,53.0,6.0,69.0,7.8,2.0,0.2,15.0,1.7,PAYTON HS,2012.0,36.0,11.0,21.0,4.0,13.0,36.1,0.0,0.0,0.0,0.0,0.0,0.0,13.0,36.1,1.49,10.0,1.1,3.46,1.0,2.8,0.11,1.0,0.1,0.0,0.0
235,235,324,1788,2013,70020,0,0,0,5,1,0,6,5,0,0,0,0,0,0,0,4,4,4,609680,PAYTON HS,70020,,1090.0,609680,631,609680,Walter Payton College Preparatory High School,859.0,5.0,0.0058,58.0,0.0675,290.0,0.3376,PAYTON HS,,,92.2,90.9,Payton CPHS,859.0,317.0,36.9,184.0,21.4,3.0,0.3,1.0,0.1,214.0,24.9,50.0,5.8,71.0,8.3,2.0,0.2,17.0,2.0,PAYTON HS,2013.0,22.0,8.0,9.0,5.0,15.0,68.2,3.0,13.6,0.35,3.0,0.4,1.0,12.0,54.5,1.41,10.0,1.2,3.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,236,325,2316,2014,70020,0,0,0,4,1,0,5,5,0,0,0,0,0,0,0,4,4,4,609680,PAYTON HS,70020,,1090.0,609680,604,609680,Walter Payton College Preparatory High School,819.0,6.0,0.007326007326007327,52.0,0.06349206349206349,253.0,0.3089133089133089,PAYTON HS,,,93.9,94.8,,819.0,298.0,36.4,143.0,17.5,3.0,0.4,2.0,0.2,184.0,22.5,38.0,4.6,79.0,9.6,2.0,0.2,70.0,8.5,PAYTON HS,2014.0,63.0,55.0,8.0,0.0,50.0,79.4,44.0,69.8,5.41,35.0,4.3,1.0,6.0,9.5,0.74,6.0,0.7,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,237,326,2822,2015,70020,0,0,0,4,1,0,5,4,0,0,0,0,0,0,0,4,4,4,609680,PAYTON HS,70020,,1090.0,609680,614,609680,Walter Payton College Preparatory High School,901.0,4.0,0.0044,58.0,0.0644,309.0,0.343,PAYTON HS,,,92.9,85.1,PAYTON HS,901.0,378.0,42.0,146.0,16.2,3.0,0.3,0.0,0.0,209.0,23.2,46.0,5.1,115.0,12.8,2.0,0.2,2.0,0.2,PAYTON HS,2015.0,17.0,5.0,4.0,8.0,13.0,76.5,4.0,23.5,0.45,4.0,0.4,1.5,9.0,52.9,1.01,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,238,328,739,2011,70070,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,609754,CHICAGO MILITARY HS,70070,,1800.0,1800,70,1800,Chicago Mil Acad HS,502.0,2.0,0.00398406374501992,32.0,0.06374501992031872,402.0,0.8007968127490039,CHICAGO MILITARY HS,,,90.5,81.8,Chicago Mil Acad HS,502.0,8.0,1.6,363.0,72.3,2.0,0.4,0.0,0.0,97.0,19.3,31.0,6.2,0.0,0.0,1.0,0.2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,239,329,1240,2012,70070,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,2,2,2,609754,CHICAGO MILITARY HS,70070,,1800.0,609754,119,609754,Chicago Military Academy High School,482.0,3.0,0.0062,27.0,0.056,442.0,0.917,CHICAGO MILITARY HS,,,89.7,67.1,Chicago Mil Acad HS,482.0,8.0,1.7,361.0,74.9,1.0,0.2,0.0,0.0,85.0,17.6,25.0,5.2,0.0,0.0,0.0,0.0,2.0,0.4,CHGO MILITARY ACAD HS,2012.0,3002.0,541.0,2402.0,59.0,1549.0,51.6,849.0,28.3,182.78,304.0,65.4,1.0,700.0,23.3,150.71,236.0,50.8,2.21,61.0,2.0,13.13,46.0,9.9,0.0,0.0
240,240,330,1789,2013,70070,0,0,0,3,2,0,5,5,0,0,0,1,0,0,0,2,3,2,609754,CHICAGO MILITARY HS,70070,,1800.0,609754,123,609754,Chicago Military Academy High School,466.0,5.0,0.0107,31.0,0.0665,419.0,0.8991,CHICAGO MILITARY HS,,,90.0,78.7,Chicago Mil Acad HS,466.0,7.0,1.5,348.0,74.7,1.0,0.2,0.0,0.0,93.0,20.0,17.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,CHGO MILITARY ACAD HS,2013.0,1569.0,697.0,816.0,56.0,1044.0,66.5,546.0,34.8,123.42,222.0,50.2,1.07,498.0,31.7,112.57,206.0,46.6,2.23,17.0,1.1,3.84,14.0,3.2,0.0,0.0
241,241,331,2317,2014,70070,0,0,0,2,2,0,4,4,0,0,0,1,0,0,0,2,3,3,609754,CHICAGO MILITARY HS,70070,,1800.0,609754,115,609754,Chicago Military Academy High School,405.0,7.0,0.01728395061728395,35.0,0.08641975308641975,358.0,0.8839506172839506,CHICAGO MILITARY HS,,,89.7,80.3,,405.0,7.0,1.7,312.0,77.0,1.0,0.2,0.0,0.0,78.0,19.3,6.0,1.5,0.0,0.0,0.0,0.0,1.0,0.2,CHGO MILITARY ACAD HS,2014.0,860.0,142.0,646.0,72.0,696.0,80.9,314.0,36.5,79.98,158.0,40.2,1.0,382.0,44.4,97.3,176.0,44.8,2.14,4.0,0.5,1.02,4.0,1.0,0.0,0.0
242,242,332,2823,2015,70070,0,0,0,2,2,0,4,4,0,0,0,1,0,0,0,2,3,3,609754,CHICAGO MILITARY HS,70070,,1800.0,609754,114,609754,Chicago Military Academy High School,395.0,8.0,0.0203,40.0,0.1013,375.0,0.9494,CHICAGO MILITARY HS,,,89.9,77.1,CHGO MILITARY ACAD HS,395.0,6.0,1.5,300.0,75.9,1.0,0.3,0.0,0.0,84.0,21.3,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CHGO MILITARY ACAD HS,2015.0,3246.0,927.0,2236.0,83.0,228.0,7.0,1.0,0.0,0.26,1.0,0.3,1.0,227.0,7.0,59.5,112.0,29.4,2.05,26.0,0.8,6.81,21.0,5.5,1.0,0.26
243,243,333,229,2011,22041,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,610524,ALCOTT HS,22041,"Unit Code might be wrong, pop seems v small",8035.0,8035,656,8035,Alcott HS,177.0,5.0,0.02824858757062147,46.0,0.2598870056497175,135.0,0.7627118644067796,ALCOTT HS,,,92.8, ,Alcott HS,177.0,23.0,13.0,60.0,33.9,2.0,1.1,0.0,0.0,81.0,45.8,8.0,4.5,2.0,1.1,1.0,0.6,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,244,334,744,2012,22041,0,0,0,2,0,0,2,1,0,0,0,1,0,0,0,3,4,3,610524,ALCOTT HS,22041,"Unit Code might be wrong, pop seems v small",8035.0,610524,12,610524,Alcott High School for the Humanities,232.0,9.0,0.0388,69.0,0.2974,184.0,0.7931,ALCOTT HS,,,92.2, ,Alcott HS,232.0,30.0,12.9,80.0,34.5,2.0,0.9,0.0,0.0,107.0,46.1,7.0,3.0,2.0,0.9,3.0,1.3,1.0,0.4,ALCOTT HS,2012.0,356.0,289.0,58.0,9.0,353.0,99.2,239.0,67.1,104.88,95.0,41.7,1.06,114.0,32.0,50.02,56.0,24.6,2.79,4.0,1.1,1.76,4.0,1.8,1.0,0.44
245,245,335,1247,2013,22041,0,0,0,2,0,0,2,2,0,0,0,1,0,0,0,3,4,4,610524,ALCOTT HS,22041,"Unit Code might be wrong, pop seems v small",8035.0,610524,13,610524,Alcott High School for the Humanities,269.0,9.0,0.0335,92.0,0.342,211.0,0.7844,ALCOTT HS,,,90.9, ,Alcott HS,269.0,37.0,13.8,92.0,34.2,4.0,1.5,0.0,0.0,125.0,46.5,6.0,2.2,3.0,1.1,2.0,0.7,0.0,0.0,ALCOTT HS,2013.0,102.0,23.0,66.0,13.0,100.0,98.0,47.0,46.1,17.87,40.0,15.2,1.09,53.0,52.0,20.15,31.0,11.8,2.74,7.0,6.9,2.66,7.0,2.7,1.0,0.38
246,246,336,1798,2014,22041,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,3,3,3,610524,ALCOTT HS,22041,"Unit Code might be wrong, pop seems v small",8035.0,610524,12,610524,Alcott High School for the Humanities,281.0,12.0,0.04270462633451957,86.0,0.3060498220640569,227.0,0.8078291814946619,ALCOTT HS,,,88.5,86.3,,281.0,34.0,12.1,84.0,29.9,5.0,1.8,0.0,0.0,150.0,53.4,3.0,1.1,3.0,1.1,2.0,0.7,0.0,0.0,ALCOTT HS,2014.0,81.0,37.0,28.0,16.0,60.0,74.1,20.0,24.7,7.34,19.0,7.0,1.2,40.0,49.4,14.67,28.0,10.3,3.43,1.0,1.2,0.37,1.0,0.4,0.0,0.0
247,247,337,2323,2015,22041,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,3,3,3,610524,ALCOTT HS,22041,"Unit Code might be wrong, pop seems v small",8035.0,610524,12,610524,Alcott High School for the Humanities,274.0,18.0,0.0657,66.0,0.2409,219.0,0.7993,ALCOTT HS,,,91.3,77.7,ALCOTT HS,274.0,29.0,10.6,68.0,24.8,2.0,0.7,0.0,0.0,162.0,59.1,4.0,1.5,5.0,1.8,1.0,0.4,3.0,1.1,ALCOTT HS,2015.0,34.0,1.0,24.0,9.0,36.0,105.9,17.0,50.0,6.36,17.0,6.4,1.18,19.0,55.9,7.11,16.0,6.0,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,248,338,334,2011,23391,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,609769,GRAHAM HS,23391,*,3600.0,3600,256,3600,Graham A.,483.0,42.0,0.08695652173913042,57.0,0.11801242236024845,463.0,0.9585921325051759,GRAHAM HS,,,86.3,10.3,Graham R. Trng CTR,171.0,5.0,2.9,89.0,52.0,1.0,0.6,0.0,0.0,72.0,42.1,2.0,1.2,2.0,1.2,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,249,339,847,2012,23391,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,1,1,1,609769,GRAHAM HS,23391,,3600.0,609769,534,609769,Ray Graham Training Center High School,139.0,36.0,0.259,139.0,1.0,131.0,0.9424,GRAHAM HS,,,86.2,45.5,Graham R. Trng CTR,139.0,4.0,2.9,75.0,54.0,0.0,0.0,0.0,0.0,56.0,40.3,2.0,1.4,2.0,1.4,0.0,0.0,0.0,0.0,"GRAHAM,R HS",2012.0,12.0,4.0,8.0,0.0,12.0,100.0,3.0,25.0,2.23,3.0,2.2,1.0,9.0,75.0,6.68,8.0,5.9,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,250,340,1364,2013,23391,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,1,1,1,609769,GRAHAM HS,23391,,3600.0,609769,533,609769,Ray Graham Training Center High School,116.0,32.0,0.2759,116.0,1.0,109.0,0.9397,GRAHAM HS,,,88.7,41.7,Graham R. Trng CTR,116.0,4.0,3.4,62.0,53.4,0.0,0.0,0.0,0.0,46.0,39.7,1.0,0.9,3.0,2.6,0.0,0.0,0.0,0.0,"GRAHAM,R HS",2013.0,7.0,1.0,4.0,2.0,3.0,42.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,42.9,2.62,3.0,2.6,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,251,341,1915,2014,23391,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,1,1,1,609769,GRAHAM HS,23391,,3600.0,609769,508,609769,Ray Graham Training Center High School,123.0,40.0,0.3252032520325203,123.0,1.0,107.0,0.8699186991869918,GRAHAM HS,,,88.6, ,,123.0,5.0,4.1,64.0,52.0,0.0,0.0,0.0,0.0,51.0,41.5,1.0,0.8,2.0,1.6,0.0,0.0,0.0,0.0,"GRAHAM,R HS",2014.0,3.0,1.0,2.0,0.0,3.0,100.0,1.0,33.3,0.84,1.0,0.8,1.0,2.0,66.7,1.68,1.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,252,342,2439,2015,23391,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,1,1,1,609769,GRAHAM HS,23391,,3600.0,609769,519,609769,Ray Graham Training Center High School,133.0,32.0,0.2406,133.0,1.0,122.0,0.9173,GRAHAM HS,,,88.1, ,"GRAHAM,R HS",133.0,2.0,1.5,78.0,58.6,0.0,0.0,0.0,0.0,51.0,38.3,1.0,0.8,1.0,0.8,0.0,0.0,0.0,0.0,"GRAHAM,R HS",2015.0,75.0,39.0,32.0,4.0,9.0,12.0,7.0,9.3,5.43,5.0,3.9,2.0,2.0,2.7,1.55,1.0,0.8,2.5,3.0,4.0,2.33,2.0,1.6,0.0,0.0
253,253,343,421,2011,24731,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,610529,OGDEN HS,24731,*,8083.0,8083,672,8083,Ogden HS,532.0,18.0,0.03383458646616541,83.0,0.15601503759398494,185.0,0.34774436090225563,OGDEN HS,,,94.2, ,Ogden HS,532.0,125.0,23.5,190.0,35.7,4.0,0.8,1.0,0.2,151.0,28.4,30.0,5.6,21.0,3.9,0.0,0.0,10.0,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,254,344,936,2012,24731,0,0,0,3,0,0,3,1,0,0,0,1,0,0,0,3,4,2,610529,OGDEN HS,24731,,8083.0,610529,486,610529,Ogden International High School,558.0,25.0,0.0448,91.0,0.1631,319.0,0.5717,OGDEN HS,,,92.0, ,Ogden HS,558.0,124.0,22.2,203.0,36.4,3.0,0.5,1.0,0.2,183.0,32.8,24.0,4.3,17.0,3.0,1.0,0.2,2.0,0.4,OGDEN HS,2012.0,156.0,6.0,128.0,22.0,152.0,97.4,15.0,9.6,2.71,15.0,2.7,1.33,137.0,87.8,24.72,72.0,13.0,2.56,8.0,5.1,1.44,7.0,1.3,3.0,0.54
255,255,345,1458,2013,24731,0,0,0,3,1,0,4,4,0,0,0,1,0,0,0,3,4,4,610529,OGDEN HS,24731,,8083.0,610529,488,610529,Ogden International High School,763.0,50.0,0.0655,103.0,0.135,393.0,0.5151,OGDEN HS,,,91.4, ,Ogden HS,763.0,193.0,25.3,253.0,33.2,5.0,0.7,4.0,0.5,230.0,30.1,33.0,4.3,38.0,5.0,1.0,0.1,6.0,0.8,OGDEN HS,2013.0,199.0,96.0,70.0,33.0,179.0,89.9,41.0,20.6,5.37,37.0,4.8,1.24,138.0,69.3,18.06,80.0,10.5,2.2,6.0,3.0,0.79,6.0,0.8,0.0,0.0
256,256,346,2010,2014,24731,0,0,0,2,1,0,3,3,0,0,0,0,0,0,0,4,4,4,610529,OGDEN HS,24731,,8083.0,610529,462,610529,Ogden International High School,784.0,40.0,0.051020408163265314,102.0,0.13010204081632654,358.0,0.4566326530612245,OGDEN HS,,,91.1,68.6,,784.0,211.0,26.9,256.0,32.7,5.0,0.6,3.0,0.4,222.0,28.3,27.0,3.4,47.0,6.0,2.0,0.3,11.0,1.4,OGDEN HS,2014.0,134.0,71.0,54.0,9.0,107.0,79.9,45.0,33.6,5.86,41.0,5.3,1.02,62.0,46.3,8.07,50.0,6.5,2.42,1.0,0.7,0.13,1.0,0.1,0.0,0.0
257,257,347,2529,2015,24731,0,0,0,2,1,0,3,2,0,0,0,1,0,0,0,4,5,5,610529,OGDEN HS,24731,,8083.0,610529,470,610529,Ogden International High School,752.0,52.0,0.0691,85.0,0.113,372.0,0.4947,OGDEN HS,,,92.4,76.9,OGDEN HS,752.0,207.0,27.5,250.0,33.2,4.0,0.5,0.0,0.0,211.0,28.1,26.0,3.5,51.0,6.8,3.0,0.4,0.0,0.0,OGDEN HS,2015.0,68.0,32.0,27.0,9.0,33.0,48.5,20.0,29.4,2.68,18.0,2.4,1.43,13.0,19.1,1.74,12.0,1.6,2.08,1.0,1.5,0.13,1.0,0.1,0.0,0.0
258,258,348,564,2011,28151,0,0,0,14,0,0,14,13,0,0,0,1,0,0,0,0,1,1,610302,EXCEL - ORR HIGH,28151,Closed 09,6775.0,6775,546,6775,LEARN Chrt - EXCEL,295.0,,,21.0,0.0711864406779661,274.0,0.9288135593220341,EXCEL - ORR HIGH,Closed,Closed,,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,259,352,1078,2012,28151,0,0,0,12,0,0,12,9,0,0,0,2,0,0,0,3,5,4,610389,ORR HS,28151,,1830.0,610389,492,610389,Orr Academy High School,823.0,17.0,0.0207,228.0,0.277,802.0,0.9745,ORR HS,,,58.0, ,Orr Academy HS,823.0,3.0,0.4,699.0,84.9,1.0,0.1,0.0,0.0,90.0,10.9,28.0,3.4,0.0,0.0,0.0,0.0,2.0,0.2,ORR HS,2012.0,1622.0,783.0,712.0,127.0,1557.0,96.0,645.0,39.8,84.72,351.0,46.1,1.87,912.0,56.2,119.78,436.0,57.3,4.32,37.0,2.3,4.86,35.0,4.6,2.0,0.26
